#{"t_start": 1528289406.757918, "env_id": "PongNoFrameskip-v4"}
r,l,t
-21.0,759,14.602257
-20.0,871,25.948123
-21.0,867,36.634171
-21.0,871,47.359606
-20.0,840,57.868806
-19.0,995,70.560577
-19.0,997,83.306823
-20.0,899,94.785832
-21.0,817,105.033157
-20.0,882,116.435652
-20.0,901,128.093788
-20.0,955,140.574138
-21.0,868,151.236314
-20.0,928,163.408794
-21.0,866,174.197705
-20.0,955,186.660302
-21.0,969,198.26903
-21.0,851,209.669621
-20.0,956,221.247059
-20.0,1004,234.293098
-20.0,961,246.711563
-21.0,825,256.983957
-20.0,922,269.491848
-17.0,1204,284.868145
-20.0,972,297.457069
-20.0,836,307.9106
-21.0,985,320.910908
-21.0,879,331.848229
-20.0,902,344.163062
-21.0,824,354.793697
-20.0,900,365.916436
-18.0,1295,382.823356
-19.0,1069,396.353608
-20.0,1381,414.171082
-16.0,1408,432.374161
-19.0,1497,451.60958
-21.0,1280,467.383456
-19.0,1680,488.220552
-15.0,1918,512.773739
-9.0,2196,540.774725
-17.0,1632,561.159508
-10.0,2334,590.306991
-17.0,1372,607.794846
-17.0,1210,622.836489
-10.0,2469,653.830574
1.0,2967,691.181018
-1.0,3325,732.790284
12.0,2472,764.090343
19.0,1634,784.53316
19.0,1665,805.391458
17.0,2385,835.014658
19.0,2037,860.536947
16.0,1864,884.688025
19.0,1634,905.250569
18.0,2089,931.407828
20.0,1565,951.641081
19.0,2045,977.881962
19.0,2029,1003.755819
19.0,1658,1026.031428
18.0,1925,1051.039605
19.0,1655,1073.388195
19.0,1632,1094.541142
20.0,1565,1115.356473
15.0,2072,1142.919035
13.0,2585,1177.785811
19.0,2116,1206.207503
20.0,2007,1234.066101
19.0,2121,1263.72782
15.0,2395,1298.534593
18.0,1757,1324.78397
20.0,1566,1347.927913
13.0,2249,1381.403642
19.0,2049,1412.67976
20.0,1561,1437.567205
15.0,1941,1468.468884
20.0,1565,1494.497427
12.0,2751,1541.434716
19.0,1631,1570.907322
18.0,2147,1609.28457
20.0,2047,1645.11739
18.0,2137,1684.901
20.0,2064,1722.775452
14.0,2425,1767.121246
17.0,1851,1801.968969
19.0,2065,1841.230306
19.0,2129,1879.534647
12.0,2084,1920.167217
19.0,1632,1951.793835
20.0,1566,1983.563017
20.0,1562,2014.827162
20.0,1562,2044.286705
16.0,1955,2085.12647
19.0,2086,2130.158376
19.0,1635,2166.512192
19.0,1688,2202.31371
19.0,1705,2242.301969
20.0,1563,2279.697157
18.0,2135,2326.873456
20.0,2022,2373.990368
18.0,1772,2416.878865
19.0,2086,2469.67485
17.0,1818,2515.409724
19.0,2085,2566.335568
7.0,3271,2648.860133
16.0,1870,2698.839006
19.0,1629,2740.726437
18.0,1746,2787.8928
14.0,2461,2853.715749
17.0,2155,2911.792528
17.0,2321,2970.538896
17.0,1805,3019.07427
19.0,1634,3062.610436
18.0,1806,3111.139262
18.0,1726,3159.929713
18.0,1711,3210.475164
20.0,1589,3258.224193
20.0,1567,3301.640765
18.0,2148,3366.314789
19.0,2086,3429.98068
14.0,2361,3497.613558
20.0,1564,3548.463099
20.0,1566,3598.83855
19.0,2040,3660.673814
20.0,1985,3722.439322
17.0,1752,3779.588545
20.0,1566,3831.109981
20.0,2056,3894.852011
19.0,2092,3958.785912
20.0,1562,4010.084167
18.0,2145,4081.240675
17.0,1747,4138.372099
18.0,2118,4204.749009
20.0,1994,4270.188458
20.0,2001,4336.83299
19.0,2039,4401.545595
19.0,2085,4475.943644
19.0,2049,4538.442973
16.0,2280,4606.918529
16.0,2180,4705.67609
16.0,2010,4816.252348
18.0,1784,4916.718315
16.0,2214,5042.246192
17.0,2157,5165.946431
17.0,2248,5285.131664
20.0,1561,5373.878945
21.0,2048,5477.924096
