#{"t_start": 1528289406.7038465, "env_id": "PongNoFrameskip-v4"}
r,l,t
-21.0,880,16.564924
-20.0,983,28.897665
-21.0,910,39.979773
-19.0,994,52.481949
-20.0,883,64.061944
-20.0,840,74.652586
-21.0,822,85.089984
-20.0,1014,97.564892
-21.0,818,108.43093
-19.0,1095,121.931198
-21.0,758,131.812155
-20.0,959,144.091079
-20.0,957,156.225863
-20.0,971,168.846665
-20.0,1033,181.915665
-21.0,904,193.124351
-19.0,943,205.251983
-21.0,975,217.778226
-21.0,820,228.229989
-21.0,763,238.452256
-21.0,930,249.739483
-20.0,878,261.408198
-20.0,983,274.268316
-21.0,942,285.785074
-21.0,954,298.181974
-20.0,839,308.722415
-19.0,975,321.613602
-19.0,1096,335.990501
-20.0,986,349.018008
-20.0,990,361.760379
-19.0,1167,376.222949
-19.0,1112,390.927127
-20.0,1163,406.029225
-18.0,1527,425.322327
-19.0,1196,440.471996
-19.0,1231,455.862914
-15.0,1844,479.586322
-15.0,1919,503.532863
-11.0,2018,528.992714
-18.0,1717,551.16325
-11.0,2277,579.100353
-14.0,1514,598.301699
-12.0,1804,620.880774
-12.0,1992,646.256949
-9.0,2447,676.610434
-6.0,3149,716.538074
11.0,2359,746.361321
15.0,1945,770.300076
5.0,3011,808.109196
19.0,2139,834.86225
19.0,1631,855.331688
19.0,2069,881.877087
13.0,2172,908.93172
16.0,1879,933.089039
18.0,2164,961.063145
20.0,1563,980.710478
15.0,2245,1010.085071
17.0,1765,1032.758469
16.0,1887,1058.239918
19.0,1632,1079.730216
16.0,2360,1110.469829
5.0,3107,1151.701066
19.0,1633,1173.564085
19.0,1630,1196.654927
20.0,2007,1224.271349
19.0,1635,1247.34696
12.0,2316,1278.930223
19.0,2042,1309.49522
19.0,2086,1339.901058
15.0,1945,1369.321166
17.0,2295,1403.797011
17.0,2359,1441.227434
16.0,1846,1471.197111
18.0,2240,1507.893728
20.0,2002,1542.073674
11.0,2480,1588.040514
19.0,1688,1616.551716
20.0,1563,1644.826598
9.0,2644,1693.236032
16.0,1953,1729.908216
16.0,2427,1774.374675
20.0,2002,1812.438313
12.0,2440,1857.051116
17.0,1872,1893.209625
20.0,1994,1931.842159
20.0,1565,1961.231777
20.0,1992,2000.326739
19.0,2085,2043.046643
19.0,1636,2076.309028
18.0,2178,2121.900928
20.0,2018,2166.766003
20.0,1589,2201.63192
20.0,2004,2246.992352
20.0,1564,2284.413996
15.0,1965,2327.441922
19.0,1636,2368.178395
20.0,1995,2415.847295
19.0,1690,2456.002788
20.0,2004,2506.636746
20.0,1566,2546.375247
11.0,2265,2601.338299
18.0,1767,2648.127706
18.0,2124,2703.548608
17.0,1951,2752.681247
17.0,2261,2815.771044
19.0,2114,2869.551083
9.0,2467,2937.423448
18.0,1720,2981.23124
19.0,1696,3029.351077
20.0,1996,3082.897734
20.0,2004,3137.100288
19.0,1631,3182.262754
19.0,2084,3241.572723
19.0,1635,3289.03779
18.0,2116,3354.72732
20.0,2002,3412.682503
19.0,2041,3473.044572
14.0,2161,3541.502467
14.0,2089,3605.34026
20.0,1566,3654.006784
8.0,3030,3747.560502
17.0,2233,3820.273384
18.0,2026,3883.365081
20.0,2006,3950.773724
16.0,2424,4029.373666
16.0,2021,4094.035502
19.0,1632,4145.470338
19.0,2049,4211.296415
18.0,2214,4283.519371
18.0,2102,4356.032513
19.0,2086,4421.515062
19.0,1649,4477.082256
16.0,1846,4537.713928
19.0,1695,4588.219754
19.0,1689,4637.083207
11.0,2654,4794.012013
19.0,2040,4904.973372
14.0,1972,5017.976778
20.0,1563,5108.809414
20.0,2004,5219.174072
13.0,2602,5361.949439
14.0,2121,5467.822621
