#{"t_start": 1528313233.5495555, "env_id": "PongNoFrameskip-v4"}
r,l,t
-20.0,857,19.683388
-20.0,1008,36.417323
-20.0,898,51.080352
-20.0,948,66.358285
-20.0,885,80.869884
-20.0,993,96.953607
-21.0,810,110.373126
-21.0,847,125.098315
-21.0,951,140.094363
-21.0,788,152.776692
-21.0,811,165.683036
-21.0,779,178.53943
-21.0,881,193.045904
-21.0,822,206.755115
-20.0,957,222.101735
-19.0,1037,239.505452
-17.0,1162,257.974488
-21.0,899,272.968315
-18.0,1102,290.781171
-18.0,1201,310.678309
-19.0,1256,331.807266
-20.0,1023,349.172077
-19.0,1094,366.138233
-18.0,1238,386.07192
-17.0,1401,408.770534
-19.0,1618,434.967509
-15.0,2109,470.223244
-17.0,1705,498.354622
-19.0,1749,526.270948
-15.0,1979,558.986699
-10.0,2199,594.576335
-11.0,2154,630.110844
-9.0,2910,676.979758
-14.0,2105,711.695442
1.0,2727,756.275437
-6.0,2493,796.847977
-9.0,2284,833.790622
-5.0,2586,876.664002
3.0,2846,923.873717
-3.0,2686,967.942267
1.0,2730,1014.695766
-2.0,2860,1062.578946
-2.0,2808,1111.069331
5.0,2539,1157.588538
1.0,2967,1211.572353
5.0,2796,1261.58034
2.0,2975,1317.494002
2.0,3022,1373.673351
4.0,3258,1436.691636
8.0,2468,1484.526841
-2.0,3489,1555.814153
1.0,3373,1628.113692
-1.0,3431,1704.013844
1.0,3467,1781.598188
7.0,2871,1844.841038
10.0,2667,1903.007266
12.0,2518,1957.455618
19.0,1739,1993.9038
17.0,1911,2033.192805
18.0,1770,2069.477298
19.0,1747,2105.756429
17.0,1961,2146.948086
20.0,1664,2180.050711
19.0,1712,2214.18445
18.0,1762,2250.253642
17.0,1812,2289.249726
20.0,1740,2326.466904
19.0,1713,2362.869353
19.0,1760,2399.855272
20.0,1716,2437.660973
18.0,1859,2477.908676
20.0,1719,2517.254904
20.0,1749,2558.070173
20.0,1668,2595.971353
16.0,2081,2643.489652
20.0,1758,2685.548165
20.0,1696,2725.954006
20.0,1671,2767.660508
19.0,1735,2810.819934
17.0,1825,2857.16214
17.0,1816,2903.464626
