#{"t_start": 1528304218.9264176, "env_id": "PongNoFrameskip-v4"}
r,l,t
-19.0,939,10.934936
-21.0,791,16.586666
-21.0,782,22.221702
-21.0,881,28.671933
-21.0,880,35.13878
-21.0,946,41.956489
-21.0,783,47.626039
-21.0,758,53.142538
-21.0,758,58.83342
-21.0,885,65.167277
-21.0,822,71.114956
-21.0,911,77.817665
-19.0,990,85.134744
-21.0,909,91.759906
-21.0,811,98.555159
-20.0,953,106.330179
-21.0,876,113.620153
-21.0,834,120.315385
-20.0,839,127.377392
-20.0,993,135.611499
-21.0,819,142.229858
-20.0,1019,150.516668
-21.0,865,157.698976
-21.0,789,164.125344
-20.0,836,170.680649
-21.0,777,177.005485
-21.0,825,184.099643
-20.0,891,191.329927
-20.0,898,198.767906
-21.0,815,205.434784
-21.0,821,212.283516
-20.0,941,219.916114
-21.0,1097,228.863941
-21.0,871,236.154982
-21.0,869,243.266868
-21.0,776,249.754074
-20.0,867,256.715168
-20.0,854,263.48439
-21.0,1029,272.184108
-21.0,783,278.59292
-20.0,836,285.30969
-21.0,821,292.150418
-21.0,941,299.784921
-19.0,1090,308.702342
-21.0,1000,317.096668
-21.0,879,324.369254
-19.0,1132,333.690348
-20.0,914,341.124349
-17.0,1173,350.594769
-20.0,1001,358.97956
-21.0,907,366.480885
-20.0,1006,374.733002
-20.0,895,381.90883
-20.0,883,389.11241
-18.0,1159,398.468914
-21.0,1019,406.696426
-21.0,869,413.576908
-20.0,913,421.549251
-19.0,1004,429.595653
-20.0,951,437.554297
-19.0,1025,446.017621
-19.0,1042,454.573485
-19.0,1109,463.799258
-20.0,982,471.759172
-19.0,1229,482.060591
-20.0,1044,490.614758
-20.0,1039,499.122802
-19.0,1185,508.857215
-18.0,1277,519.373503
-19.0,1121,528.8266
-18.0,1151,538.388481
-21.0,1137,547.71402
-20.0,980,555.612894
-17.0,1401,567.196095
-21.0,1419,578.828495
-17.0,1432,590.794363
-20.0,1439,602.507851
-19.0,1433,614.216559
-21.0,1273,624.796347
-20.0,1720,638.897928
-19.0,1924,654.676123
-19.0,1950,671.016489
-16.0,2057,688.034051
-16.0,2156,705.843966
-15.0,2034,722.211572
-16.0,2584,743.758564
-17.0,2294,762.280365
-17.0,2253,780.853221
-11.0,3483,809.382546
-20.0,2672,831.073651
-21.0,2413,850.921025
15.0,2518,871.500852
5.0,3515,900.132546
-17.0,2551,920.822605
-17.0,2656,942.875175
17.0,2420,962.854953
-15.0,3477,991.464239
5.0,3975,1024.079481
-14.0,2751,1046.6315
-11.0,3560,1076.289623
-9.0,3398,1104.607735
-9.0,2973,1129.166422
12.0,2348,1148.553105
17.0,1842,1163.711091
3.0,3177,1189.720386
18.0,2323,1209.264403
1.0,3358,1237.116857
17.0,2251,1255.53848
16.0,2386,1275.634895
12.0,2470,1295.9686
20.0,2007,1312.658894
20.0,2062,1329.963795
20.0,1564,1342.851672
13.0,2143,1361.733906
18.0,1881,1377.987407
12.0,3084,1404.181152
9.0,2685,1426.368702
10.0,3284,1453.509127
13.0,2465,1473.864406
16.0,2011,1490.590318
19.0,2030,1507.465286
14.0,2437,1527.178445
20.0,2023,1544.360598
21.0,1993,1561.023712
20.0,1561,1574.468692
21.0,1987,1591.112262
16.0,2458,1611.664969
21.0,1993,1628.566933
18.0,2077,1646.175865
18.0,2101,1663.919985
15.0,2220,1683.130248
20.0,1686,1697.474473
20.0,1591,1710.864249
19.0,2367,1730.584509
21.0,1987,1747.194402
21.0,1990,1764.040258
8.0,3119,1790.314967
18.0,2093,1808.006289
14.0,2237,1827.58731
14.0,2490,1848.474142
19.0,1777,1863.47141
14.0,2645,1885.884004
20.0,1622,1899.635059
16.0,2864,1923.404002
11.0,2717,1946.265044
17.0,2475,1967.598791
19.0,1635,1981.733673
10.0,3563,2012.038329
18.0,1996,2029.168123
12.0,3168,2055.828024
17.0,2195,2075.093444
20.0,1566,2089.227926
21.0,2000,2106.859653
