#{"t_start": 1528307644.508949, "env_id": "PongNoFrameskip-v4"}
r,l,t
-18.0,1069,36.578814
-21.0,785,59.381931
-20.0,1031,90.049656
-21.0,847,114.878336
-21.0,807,138.655258
-19.0,1013,168.304978
-19.0,1092,200.567247
-21.0,788,223.655424
-21.0,881,250.063476
-21.0,823,274.866905
-21.0,779,298.063783
-20.0,957,326.463817
-20.0,1005,355.550905
-19.0,930,381.681709
-21.0,780,403.97761
-20.0,861,430.077251
-20.0,916,460.077254
-18.0,1087,495.666789
-21.0,824,521.760576
-20.0,1013,554.9725
-21.0,807,580.452149
-21.0,936,610.962152
-20.0,1041,643.842609
-20.0,887,671.57901
-21.0,879,700.276669
-19.0,981,732.042218
-21.0,820,758.257257
-21.0,908,786.860755
-17.0,1112,822.496911
-21.0,785,847.967834
-20.0,954,879.865645
-21.0,822,906.579212
-20.0,1287,949.042056
-21.0,824,975.66671
-21.0,887,1003.271455
-20.0,898,1031.772538
-21.0,884,1059.080598
-20.0,925,1088.484462
-20.0,835,1114.961517
-19.0,1112,1149.373187
-21.0,810,1175.378776
-21.0,876,1202.859595
-19.0,1079,1236.371421
-19.0,1119,1271.395333
-21.0,837,1297.06234
-21.0,900,1326.705546
-18.0,1079,1361.855971
-20.0,943,1393.470584
-18.0,1190,1432.376982
-21.0,1124,1469.076909
-20.0,879,1497.766508
-21.0,818,1523.842339
-20.0,948,1554.485547
-20.0,863,1585.365028
-19.0,1015,1616.199036
-20.0,903,1644.543365
-21.0,899,1672.273685
-21.0,884,1700.991874
-19.0,935,1731.463518
-20.0,1230,1771.844934
-20.0,1136,1808.85121
-19.0,1292,1851.187659
-21.0,915,1880.770728
-20.0,921,1910.644534
-17.0,1415,1956.263638
-20.0,1116,1993.282268
-17.0,1519,2043.945774
-17.0,1236,2084.865487
-20.0,917,2115.565509
-17.0,1526,2165.943139
-19.0,1247,2207.004677
-19.0,1223,2247.294633
-16.0,1451,2294.377765
-20.0,1437,2341.763455
-18.0,1509,2392.072176
-18.0,1615,2445.356072
-14.0,1835,2505.19919
-14.0,2289,2580.343582
-19.0,1806,2640.057347
-14.0,2311,2714.562895
-11.0,2285,2789.68795
-7.0,2708,2878.648993
-16.0,1905,2941.46304
8.0,2546,3025.956968
-19.0,1457,3071.870231
-21.0,1410,3117.84218
-1.0,2872,3212.462603
-19.0,1400,3259.457697
17.0,1762,3317.263508
-17.0,1839,3377.893443
-10.0,2176,3447.974656
4.0,2781,3535.896705
10.0,2281,3608.899484
16.0,1879,3668.287055
8.0,2587,3750.27963
15.0,2096,3817.170637
15.0,2034,3882.273552
12.0,2537,3962.16144
15.0,2442,4037.667084
19.0,2081,4100.977947
10.0,2317,4171.762046
20.0,1566,4219.05642
20.0,1566,4266.780745
19.0,1634,4316.87923
19.0,2070,4380.754159
6.0,3072,4472.386028
16.0,2263,4540.180015
15.0,2316,4609.686848
19.0,2208,4675.777577
18.0,1724,4728.575165
-2.0,3512,4835.291646
20.0,1621,4884.088989
20.0,1563,4931.086597
21.0,1994,4990.641894
20.0,2055,5050.997126
20.0,1567,5098.159144
18.0,1689,5148.281486
19.0,1954,5208.042679
20.0,2006,5269.078465
16.0,2268,5337.688169
18.0,1868,5393.657759
