#{"t_start": 1528307641.5638351, "env_id": "PongNoFrameskip-v4"}
r,l,t
-18.0,1185,42.988468
-20.0,928,70.022659
-21.0,820,94.399154
-21.0,943,122.137207
-21.0,908,148.99826
-21.0,841,173.334021
-20.0,999,202.907873
-21.0,818,226.899588
-20.0,838,252.046128
-19.0,932,280.098148
-21.0,788,303.619451
-20.0,931,331.216076
-20.0,914,357.517558
-20.0,985,385.251585
-21.0,781,407.713643
-20.0,948,436.696341
-20.0,956,468.110937
-21.0,1001,500.549094
-21.0,821,526.698644
-21.0,1091,562.51844
-19.0,1072,596.399114
-21.0,927,626.68768
-21.0,777,650.887382
-20.0,958,681.095079
-20.0,864,709.524247
-21.0,917,739.017975
-19.0,1198,777.303712
-21.0,897,805.212665
-21.0,792,831.008396
-21.0,776,856.287382
-21.0,821,883.796346
-20.0,924,913.814299
-21.0,842,941.510336
-20.0,963,973.032369
-21.0,882,1000.303444
-21.0,818,1026.522393
-21.0,1001,1057.514295
-19.0,1198,1095.317929
-19.0,1094,1130.53249
-21.0,897,1158.005528
-21.0,864,1185.597586
-20.0,926,1214.604701
-20.0,861,1241.214429
-20.0,831,1267.314951
-21.0,777,1291.101362
-21.0,879,1319.398453
-19.0,933,1350.141896
-19.0,989,1382.413156
-20.0,1070,1417.909748
-21.0,804,1444.398956
-21.0,817,1470.895711
-21.0,783,1496.597157
-20.0,898,1525.122056
-18.0,1127,1561.223083
-21.0,915,1593.906928
-21.0,908,1621.513706
-20.0,894,1649.508248
-21.0,846,1675.609835
-20.0,1055,1710.159889
-19.0,1133,1746.909454
-21.0,928,1777.392549
-21.0,817,1803.833718
-20.0,1007,1836.597519
-19.0,1014,1870.015405
-18.0,1174,1908.011024
-21.0,931,1937.531183
-21.0,789,1963.596197
-18.0,1203,2003.535322
-19.0,1099,2040.199962
-21.0,1035,2074.508435
-18.0,1352,2119.598425
-18.0,1490,2168.697445
-20.0,1130,2205.819087
-19.0,1034,2239.908647
-19.0,1040,2274.312611
-20.0,1181,2312.617643
-17.0,1421,2359.508165
-19.0,1334,2403.60839
-18.0,1775,2462.318021
-18.0,1583,2513.818274
-16.0,1783,2572.317588
-19.0,1672,2627.312575
-17.0,1836,2687.014828
-9.0,2103,2755.687186
-12.0,2247,2829.819201
-17.0,1934,2893.398641
-20.0,1988,2958.631064
6.0,2745,3048.827276
-20.0,1506,3097.004292
-6.0,2459,3177.796135
12.0,2132,3248.81624
-17.0,1731,3305.996015
-17.0,1815,3365.707113
11.0,2234,3437.787773
18.0,1688,3491.405825
-8.0,2425,3567.997085
18.0,1796,3625.611375
-4.0,2646,3708.624816
20.0,1566,3758.932206
12.0,2316,3833.013559
13.0,2097,3899.91794
7.0,2890,3990.82391
18.0,1832,4046.732521
17.0,1908,4105.032399
17.0,1791,4159.616519
19.0,2086,4222.917269
19.0,1671,4274.015632
20.0,2005,4335.643817
20.0,2006,4396.708767
19.0,1632,4446.198894
20.0,2007,4505.798325
20.0,2062,4567.187871
18.0,1872,4623.303805
18.0,1724,4675.095532
15.0,2205,4742.420138
20.0,1619,4791.799111
18.0,1844,4847.411353
19.0,1625,4896.404469
13.0,2511,4972.111814
19.0,1794,5025.115241
17.0,2085,5086.787125
19.0,2044,5147.555547
18.0,2226,5215.521832
19.0,2087,5279.190341
20.0,1561,5326.331953
17.0,2290,5395.137965
