#{"t_start": 1528313233.3092496, "env_id": "PongNoFrameskip-v4"}
r,l,t
-19.0,916,20.724605
-18.0,1141,40.01664
-21.0,971,56.034887
-21.0,957,70.906626
-20.0,979,87.21335
-21.0,780,99.879196
-20.0,923,115.44198
-21.0,876,129.738693
-20.0,960,145.687797
-21.0,906,159.779892
-21.0,789,172.623089
-20.0,884,187.224989
-21.0,814,200.269985
-21.0,805,213.688908
-21.0,879,228.0492
-20.0,1122,246.593324
-21.0,809,259.949297
-19.0,1060,277.12123
-21.0,940,292.614104
-21.0,989,309.026928
-21.0,839,322.844028
-20.0,1065,340.182757
-20.0,1218,360.2288
-20.0,1176,379.336304
-20.0,1268,399.406426
-20.0,1266,420.438348
-18.0,1422,443.301989
-19.0,1787,473.303022
-20.0,1558,498.800021
-11.0,2218,535.304514
-12.0,2378,573.998411
-16.0,2030,606.773507
-13.0,2082,640.483464
-9.0,2558,682.327215
-10.0,2383,721.144238
-1.0,3120,771.72991
-2.0,2787,817.059618
-5.0,2764,863.091219
-3.0,2734,907.945058
-2.0,2630,951.408097
-3.0,2686,996.791807
-2.0,2663,1041.759859
1.0,3050,1092.635947
-2.0,2813,1144.437725
-1.0,3046,1199.822512
-3.0,2816,1250.506637
-2.0,3025,1306.208094
8.0,2769,1358.435355
4.0,2970,1415.32188
7.0,3031,1473.582941
6.0,2928,1532.70416
3.0,3168,1600.907058
8.0,2713,1659.730393
7.0,2890,1723.756386
1.0,3515,1800.34927
11.0,2356,1853.788141
11.0,2444,1906.636503
17.0,1941,1948.899934
17.0,1948,1989.637889
20.0,1697,2024.622441
19.0,1716,2060.124885
20.0,1667,2094.007232
20.0,1667,2127.988647
18.0,1764,2164.639781
20.0,1667,2198.26195
20.0,1688,2233.229115
15.0,1974,2274.76575
16.0,1904,2314.547009
19.0,1743,2351.496152
20.0,1727,2388.407524
20.0,1661,2424.394008
21.0,1687,2461.108891
21.0,1630,2497.063011
20.0,1666,2535.811084
13.0,2091,2583.228405
17.0,1930,2628.586483
17.0,1834,2671.583746
20.0,1698,2710.725182
17.0,1784,2754.436049
18.0,1730,2797.507638
18.0,1843,2843.880486
19.0,1740,2888.895443
