#{"t_start": 1528313233.4140127, "env_id": "PongNoFrameskip-v4"}
r,l,t
-21.0,786,18.267175
-21.0,1000,34.8529
-21.0,968,51.115211
-21.0,897,65.671361
-19.0,985,82.234858
-21.0,960,97.206937
-20.0,918,112.729127
-20.0,839,126.641466
-21.0,821,139.920601
-21.0,819,152.992682
-20.0,957,168.439509
-19.0,1013,184.901189
-21.0,927,200.098667
-19.0,1014,216.93606
-21.0,934,232.016159
-20.0,1000,248.432334
-20.0,972,264.319415
-19.0,934,279.89299
-19.0,1021,296.622958
-21.0,1018,313.445092
-20.0,919,328.748338
-20.0,955,344.035567
-20.0,980,360.327022
-19.0,997,376.617238
-15.0,1440,400.242521
-20.0,1205,419.663424
-17.0,1434,442.643859
-18.0,1753,471.459784
-20.0,1367,493.724815
-17.0,2248,531.46627
-9.0,2293,568.409129
-11.0,2134,603.12135
-11.0,2191,638.830958
-11.0,2325,676.428922
-11.0,2454,716.338857
-13.0,2183,751.919641
-13.0,2336,790.166001
-13.0,2032,822.947397
-1.0,2901,871.505097
2.0,2733,915.873138
-6.0,2396,955.706604
-4.0,2462,998.012998
-4.0,2768,1043.786805
-2.0,3018,1095.000973
-2.0,2841,1147.185693
1.0,2940,1200.339966
2.0,2806,1250.825715
1.0,3286,1312.419832
-2.0,3237,1372.603704
1.0,3139,1433.134465
6.0,2925,1489.423463
5.0,2862,1549.24083
10.0,2514,1602.394893
4.0,3316,1675.90554
12.0,2595,1732.679235
12.0,2578,1789.902608
10.0,2474,1844.427168
11.0,2902,1907.337784
13.0,2217,1956.200554
18.0,1772,1991.729569
20.0,1709,2028.023124
20.0,1662,2061.613662
17.0,1906,2101.34299
19.0,1714,2136.229825
19.0,1752,2172.257846
17.0,1788,2208.807441
18.0,1802,2245.114637
19.0,1744,2283.016889
16.0,2040,2326.017091
19.0,1716,2361.588455
19.0,1723,2398.954538
19.0,1718,2436.745125
20.0,1668,2472.615302
18.0,1762,2512.7254
20.0,1659,2550.462182
20.0,1667,2588.39827
17.0,1850,2632.413846
20.0,1664,2671.176659
18.0,1867,2714.897144
19.0,1755,2758.181224
19.0,1734,2801.308627
19.0,1723,2843.886522
19.0,1743,2889.039895
