#{"t_start": 1528286045.8281953, "env_id": "PongNoFrameskip-v4"}
r,l,t
-21.0,757,38.816464
-21.0,761,66.903502
-19.0,1070,106.598598
-21.0,836,137.029782
-20.0,863,169.16685
-20.0,988,205.210492
-21.0,818,235.70715
-21.0,824,266.087338
-19.0,1159,309.431317
-21.0,790,338.60427
-20.0,1041,376.707481
-20.0,883,409.314348
-21.0,1032,447.2081
-20.0,1083,487.432343
-19.0,1051,525.711281
-20.0,1224,571.132389
-18.0,1184,615.030589
-20.0,1141,656.82281
-14.0,1808,723.9441
-20.0,1906,793.832336
-17.0,1842,862.200493
-11.0,2054,939.418028
-15.0,1993,1012.823979
-14.0,2060,1089.323378
-15.0,1947,1161.709428
6.0,3077,1275.833819
18.0,2171,1356.806309
18.0,2068,1433.106827
20.0,2001,1507.227019
18.0,2118,1586.405944
19.0,1620,1645.898344
18.0,2158,1725.905939
20.0,2001,1799.71098
15.0,2083,1877.046326
20.0,1566,1934.416409
19.0,1630,1995.126049
20.0,1566,2053.708549
13.0,2378,2141.808309
20.0,2152,2221.61914
20.0,2070,2298.823915
20.0,2128,2376.645921
20.0,1564,2435.45951
19.0,2034,2510.732981
16.0,1945,2582.835908
18.0,2232,2665.722035
19.0,1649,2727.406217
19.0,1722,2792.013001
20.0,2043,2866.998793
19.0,1692,2930.625479
