#{"t_start": 1528313452.7872427, "env_id": "PongNoFrameskip-v4"}
r,l,t
-20.0,882,22.378122
-20.0,868,37.613043
-21.0,821,52.27071
-20.0,919,70.13568
-21.0,846,86.294109
-21.0,866,103.391863
-20.0,988,122.916015
-21.0,775,138.333172
-21.0,840,154.91696
-21.0,824,171.395994
-20.0,839,188.675068
-20.0,835,205.311962
-19.0,1054,225.810553
-21.0,880,242.908255
-21.0,1052,264.300053
-20.0,892,281.709609
-18.0,1131,304.720149
-21.0,860,321.901685
-18.0,1131,344.579632
-21.0,930,362.621484
-21.0,815,378.786673
-19.0,1137,401.742547
-20.0,1024,421.879989
-17.0,1397,449.589127
-18.0,1568,480.857643
-14.0,1719,514.726229
-16.0,1636,546.680827
-12.0,1962,585.174277
-19.0,1840,621.207753
-15.0,2002,660.216424
-7.0,2732,710.798289
-13.0,2206,753.481124
-15.0,2543,802.721298
-4.0,3302,866.792238
-12.0,2786,920.700958
-1.0,3549,989.331421
-5.0,3754,1062.603196
11.0,2506,1112.301996
15.0,2396,1159.285772
15.0,2328,1202.799007
13.0,2271,1247.915171
12.0,2205,1291.378949
14.0,2383,1338.313684
19.0,2073,1381.092978
19.0,2039,1422.1003
19.0,2119,1466.316442
19.0,1762,1502.189245
20.0,1565,1534.676001
16.0,2327,1585.360816
16.0,2038,1628.31856
19.0,1803,1666.19589
18.0,2166,1711.03754
9.0,2811,1769.106155
13.0,2580,1822.408195
10.0,3082,1886.315422
10.0,2894,1945.135162
19.0,2132,1988.390174
3.0,4324,2075.776216
12.0,2546,2128.602313
19.0,1676,2162.471382
19.0,1601,2195.009936
20.0,1561,2227.615466
21.0,1991,2268.681152
18.0,2203,2313.503778
16.0,2011,2353.316381
18.0,1959,2393.432205
18.0,2130,2435.480517
17.0,2163,2478.898679
14.0,3100,2540.774936
18.0,2188,2585.807504
15.0,3009,2647.885333
18.0,1768,2684.090569
18.0,2184,2729.19087
8.0,3400,2798.491999
12.0,2948,2859.405518
18.0,2184,2905.290288
17.0,1949,2945.940106
