#{"t_start": 1528286051.1400487, "env_id": "PongNoFrameskip-v4"}
r,l,t
-21.0,758,33.587054
-21.0,785,62.421606
-20.0,912,96.802708
-19.0,997,133.408848
-20.0,860,164.789739
-21.0,849,195.300868
-20.0,861,227.09782
-20.0,869,259.719776
-20.0,954,295.419718
-21.0,912,328.899073
-21.0,1000,365.598578
-21.0,849,397.188024
-20.0,916,431.296887
-19.0,934,465.808202
-20.0,998,502.197517
-20.0,1017,539.820352
-18.0,1176,582.996199
-16.0,1425,635.895867
-20.0,1512,691.00944
-20.0,1419,743.627834
-9.0,2173,824.327365
-9.0,2408,914.201483
-14.0,2060,990.10684
-12.0,2375,1078.100572
-7.0,2862,1185.299236
15.0,2153,1264.498602
17.0,2181,1345.881426
20.0,1563,1403.598994
19.0,1689,1465.708241
18.0,2137,1546.126431
20.0,1566,1603.807733
12.0,2399,1692.193581
18.0,1708,1754.595026
19.0,1742,1819.411408
19.0,2111,1898.298053
19.0,1630,1958.098826
20.0,2002,2033.300779
16.0,2042,2108.625472
20.0,2005,2183.188648
6.0,3175,2301.194534
16.0,2227,2383.395823
18.0,1950,2456.70442
18.0,2192,2537.607449
20.0,1567,2596.046956
18.0,2037,2671.205615
10.0,2829,2777.214992
18.0,1912,2847.3145
19.0,2211,2929.617635
