#{"t_start": 1528286046.9331367, "env_id": "PongNoFrameskip-v4"}
r,l,t
-20.0,964,45.491484
-20.0,939,80.216485
-21.0,819,110.528395
-21.0,908,144.229387
-21.0,945,178.421928
-20.0,1031,215.917302
-20.0,1081,256.528614
-20.0,1035,294.82407
-21.0,825,325.524748
-20.0,915,359.495262
-21.0,972,394.925713
-19.0,1103,436.02366
-21.0,881,468.120929
-19.0,937,502.630757
-19.0,1045,541.093685
-20.0,1041,579.725194
-18.0,1313,628.202246
-19.0,1276,674.393324
-13.0,2058,751.627863
-17.0,1749,815.494648
-12.0,2177,897.015616
-10.0,2573,992.421463
-14.0,2024,1067.21468
1.0,3336,1191.793823
8.0,2587,1287.438107
15.0,2305,1373.02586
18.0,1777,1438.843739
19.0,1765,1504.601877
20.0,1993,1578.993407
16.0,1869,1647.311711
17.0,1812,1714.22175
20.0,1580,1772.208907
19.0,2121,1851.613848
18.0,2160,1931.314342
15.0,1939,2003.404274
18.0,1755,2068.424358
20.0,2007,2143.025895
20.0,1582,2201.717702
19.0,1861,2270.713848
20.0,1564,2329.123171
20.0,1563,2386.743438
20.0,1581,2446.015122
19.0,2081,2522.510752
19.0,2069,2600.204307
19.0,1877,2669.206422
16.0,2224,2752.120145
19.0,1689,2814.703756
19.0,1630,2875.804546
19.0,2135,2954.997558
