#{"t_start": 1528286050.9535952, "env_id": "PongNoFrameskip-v4"}
r,l,t
-21.0,760,33.87432
-21.0,920,67.994544
-21.0,883,100.595508
-21.0,1002,137.291619
-20.0,1054,175.826623
-19.0,934,210.159022
-20.0,1078,249.98407
-21.0,788,279.191927
-19.0,935,314.381387
-20.0,1076,353.608681
-21.0,883,386.787327
-20.0,933,421.587477
-21.0,940,455.779612
-19.0,970,491.425067
-21.0,1018,528.794518
-18.0,1189,572.993837
-19.0,1224,617.994265
-17.0,1492,672.802966
-18.0,1619,733.096149
-18.0,1855,801.294138
-18.0,2092,879.186657
-19.0,1914,950.392839
-13.0,2088,1027.369389
-4.0,3307,1150.606488
7.0,2817,1255.369463
15.0,2022,1330.168815
18.0,2180,1411.004083
20.0,1611,1470.683946
19.0,2044,1547.202398
19.0,1682,1609.303682
13.0,2214,1690.88844
3.0,3690,1827.106149
18.0,2118,1905.794619
17.0,2158,1986.158746
20.0,1616,2046.48002
13.0,2216,2128.407907
19.0,1652,2189.606814
17.0,2133,2269.094036
19.0,1665,2330.69471
18.0,1805,2397.296345
20.0,2073,2474.780081
16.0,2154,2554.28559
19.0,1695,2617.680104
19.0,2065,2694.272924
20.0,1615,2754.690234
19.0,2127,2833.09459
19.0,2176,2914.382655
