#{"t_start": 1528942320.0868769, "env_id": "PongNoFrameskip-v4"}
r,l,t
-20.0,1003,13.343925
-21.0,790,20.015358
-20.0,924,28.158955
-20.0,840,35.231918
-21.0,841,42.695178
-21.0,850,49.792972
-21.0,908,57.64984
-21.0,1082,67.356314
-19.0,1123,77.28895
-20.0,951,85.454451
-21.0,820,92.539419
-20.0,835,100.161885
-21.0,825,107.117305
-21.0,881,115.528352
-20.0,836,123.747419
-20.0,836,131.168921
-20.0,835,139.039065
-20.0,833,146.80007
-20.0,927,155.845733
-20.0,841,173.277992
-20.0,929,181.7142
-19.0,1124,192.283563
-21.0,903,200.797086
-19.0,942,209.480031
-20.0,921,220.005883
-21.0,873,227.970077
-20.0,892,236.722417
-21.0,782,245.385959
-21.0,885,253.503073
-20.0,1042,263.372387
-20.0,898,271.816055
-20.0,974,280.499129
-21.0,930,289.114479
-21.0,775,296.240572
-20.0,837,304.0011
-19.0,918,312.300958
-20.0,1100,322.283045
-21.0,861,329.610343
-20.0,919,338.568806
-19.0,1098,348.25361
-20.0,865,356.233545
-21.0,838,363.906783
-21.0,908,372.383661
-20.0,858,380.281141
-20.0,1016,389.70879
-20.0,836,397.70112
-19.0,1056,407.517027
-21.0,876,415.765795
-21.0,839,423.431682
-19.0,1152,434.203351
-20.0,1153,445.192439
-21.0,853,453.240416
-20.0,1167,463.639852
-21.0,881,471.727542
-21.0,820,479.170068
-19.0,1064,488.739881
-20.0,900,496.87454
-21.0,817,504.664556
-20.0,1028,513.900128
-21.0,824,521.34237
-18.0,1206,532.963798
-20.0,914,541.638041
-21.0,1123,552.16074
-21.0,842,559.785315
-20.0,1174,570.426395
-20.0,838,578.337523
-18.0,1155,599.085186
-19.0,1039,608.367956
-17.0,1184,619.328201
-19.0,1032,628.812374
-18.0,1199,639.692309
-20.0,899,647.794827
-19.0,1121,657.578468
-19.0,1145,668.186844
-19.0,995,677.163743
-19.0,1285,688.748141
-19.0,1168,699.552682
-18.0,1175,710.362973
-19.0,1186,721.753147
-15.0,1739,737.503823
-18.0,1472,751.289047
-17.0,1469,764.555006
-18.0,1407,777.371289
-21.0,1507,791.211285
-17.0,1527,805.355973
-17.0,1446,818.361876
-20.0,1592,832.642077
-15.0,1768,848.930536
-21.0,1558,863.280279
-19.0,1641,878.611496
-16.0,1745,894.960257
-15.0,2039,914.008867
-19.0,1866,931.596074
-15.0,1994,949.804932
-14.0,2288,970.441913
-13.0,2090,989.41771
-6.0,2532,1012.344916
5.0,2924,1039.006143
-7.0,2769,1063.632615
-2.0,3082,1091.690547
-6.0,3018,1119.370522
16.0,2287,1140.524396
9.0,2731,1165.767354
16.0,2176,1185.871787
-10.0,2721,1210.904689
11.0,2589,1235.046253
18.0,2204,1255.958101
20.0,2006,1274.260662
9.0,2908,1301.451028
8.0,3435,1333.69154
19.0,2206,1354.348394
-4.0,3182,1384.683022
12.0,2586,1408.127817
10.0,2881,1434.481309
21.0,2113,1453.857866
20.0,1620,1469.020238
16.0,2332,1490.663499
7.0,2695,1515.553503
20.0,2073,1534.567751
19.0,1689,1550.038388
14.0,2033,1568.907583
19.0,1811,1585.29496
13.0,2131,1605.118737
18.0,1891,1622.259463
21.0,1574,1636.650099
19.0,1731,1652.961007
20.0,1625,1667.808921
19.0,1694,1683.552033
13.0,2437,1706.126537
20.0,2004,1724.780274
18.0,2122,1744.520429
18.0,2213,1764.302032
20.0,2069,1783.186588
10.0,2292,1804.329964
19.0,2084,1823.513155
10.0,2654,1848.399297
20.0,1567,1862.483768
20.0,1989,1881.040578
18.0,1746,1896.629353
18.0,1777,1913.271509
20.0,1611,1928.494184
16.0,2582,1952.685242
13.0,2505,1976.062955
19.0,1651,1991.649646
20.0,1627,2007.086451
21.0,1988,2025.816017
20.0,1564,2040.086924
20.0,1562,2052.042818
