#{"t_start": 1529026199.6366398, "env_id": "CartPole-v0"}
r,l,t
41.0,41,3.925765
47.0,47,3.991708
26.0,26,4.021667
18.0,18,4.042269
29.0,29,4.087543
14.0,14,4.103914
9.0,9,4.114313
22.0,22,5.704733
18.0,18,5.731093
15.0,15,5.752238
16.0,16,5.785907
25.0,25,5.819603
35.0,35,5.875856
34.0,34,5.925202
59.0,59,7.62042
30.0,30,7.663218
38.0,38,7.717129
53.0,53,7.787417
41.0,41,7.841365
54.0,54,9.558484
59.0,59,9.635904
62.0,62,9.718404
52.0,52,9.791106
59.0,59,11.4921
74.0,74,11.593115
54.0,54,11.660666
43.0,43,13.56601
184.0,184,15.487864
150.0,150,15.694257
200.0,200,17.474683
200.0,200,19.274756
187.0,187,21.195297
182.0,182,22.913103
135.0,135,24.93046
200.0,200,27.05811
200.0,200,29.023864
200.0,200,31.035872
200.0,200,33.067804
200.0,200,34.900453
200.0,200,36.650612
200.0,200,38.633832
159.0,159,40.627123
199.0,199,42.664926
190.0,190,44.686758
200.0,200,46.750871
174.0,174,47.052623
193.0,193,49.085278
189.0,189,51.148774
200.0,200,53.242897
200.0,200,55.147835
200.0,200,57.045739
200.0,200,58.942183
200.0,200,60.974556
200.0,200,63.022888
200.0,200,64.989426
200.0,200,66.918319
200.0,200,68.814623
188.0,188,70.662503
200.0,200,72.622333
200.0,200,74.529265
200.0,200,76.499549
200.0,200,78.394636
200.0,200,80.300798
200.0,200,82.161079
200.0,200,84.063241
200.0,200,86.009978
200.0,200,87.946545
200.0,200,89.998582
200.0,200,91.859035
200.0,200,93.784324
200.0,200,95.595461
200.0,200,97.664187
200.0,200,99.805986
200.0,200,101.893527
200.0,200,103.881991
200.0,200,105.664735
200.0,200,107.728409
200.0,200,109.622118
200.0,200,111.704767
200.0,200,113.856061
200.0,200,115.895606
200.0,200,117.846663
200.0,200,119.761664
200.0,200,121.713206
200.0,200,123.585764
200.0,200,125.611848
200.0,200,127.584867
200.0,200,129.459745
200.0,200,131.340603
200.0,200,133.227113
200.0,200,135.030544
200.0,200,136.883888
200.0,200,138.631561
200.0,200,140.563129
200.0,200,142.616575
200.0,200,144.525881
200.0,200,146.433673
200.0,200,148.294079
