#{"t_start": 1528320466.982817, "env_id": "PongNoFrameskip-v4"}
r,l,t
-21.0,879,11.80044
-18.0,1142,19.736902
-19.0,1097,27.272156
-21.0,792,32.628365
-20.0,943,39.036852
-18.0,1070,46.398966
-20.0,935,53.100013
-20.0,895,59.577267
-21.0,821,65.212644
-20.0,864,71.06097
-21.0,856,77.297884
-20.0,863,83.386445
-21.0,849,89.419735
-21.0,884,97.161139
-20.0,863,104.391213
-20.0,925,112.373393
-21.0,826,119.676504
-18.0,1130,129.397254
-20.0,892,137.03021
-20.0,914,144.89934
-20.0,943,153.312252
-20.0,843,160.250271
-20.0,842,167.621187
-20.0,921,175.403371
-21.0,817,181.406589
-20.0,916,188.385782
-19.0,1007,196.247863
-21.0,910,203.852884
-21.0,908,211.527115
-18.0,1093,220.897741
-20.0,1007,229.738643
-20.0,833,236.74573
-21.0,788,243.210808
-19.0,1020,252.179098
-20.0,914,260.078829
-20.0,866,267.136955
-20.0,978,275.814123
-18.0,1194,286.198309
-21.0,880,293.885954
-21.0,931,301.764638
-21.0,840,309.082453
-21.0,822,315.947304
-20.0,882,323.856006
-20.0,860,331.357463
-21.0,848,338.459779
-20.0,836,345.438198
-21.0,886,352.721557
-20.0,914,360.146743
-21.0,875,367.309061
-20.0,896,374.733041
-19.0,1057,383.360688
-21.0,822,389.852271
-18.0,1159,399.454154
-21.0,969,407.06412
-21.0,845,413.920712
-21.0,822,420.303863
-20.0,865,427.506061
-21.0,782,433.726158
-20.0,867,441.048239
-21.0,814,447.444835
-20.0,836,454.340952
-20.0,837,460.923365
-20.0,894,468.104882
-21.0,807,474.540211
-19.0,1092,483.586226
-19.0,1059,492.226559
-21.0,887,499.619054
-20.0,1054,508.08553
-20.0,1106,517.24363
-20.0,869,524.410929
-21.0,912,531.877842
-21.0,1032,539.906728
-21.0,901,547.245919
-21.0,806,554.017427
-19.0,1202,564.073346
-20.0,1064,573.626194
-20.0,842,580.948564
-19.0,1069,590.148968
-20.0,907,597.15544
-20.0,1044,605.447272
-21.0,845,612.601005
-21.0,838,619.803037
-20.0,1028,628.687816
-16.0,1373,640.615995
-20.0,1007,649.409558
-19.0,1291,660.759574
-20.0,1381,672.697307
-21.0,1117,682.589264
-21.0,971,691.326858
-20.0,1078,700.457969
-19.0,989,709.264746
-20.0,1152,719.194498
-20.0,1371,731.042541
-19.0,1281,742.492677
-20.0,1132,752.720296
-18.0,1617,766.089442
-17.0,1473,777.845407
-19.0,1382,788.850866
-21.0,1619,801.811945
-20.0,2147,819.050011
-18.0,2104,835.219569
-17.0,2267,853.740107
-18.0,2275,871.444766
-14.0,2211,888.907191
-16.0,2675,910.102273
-18.0,2225,927.631754
-20.0,1796,941.864017
-21.0,2000,957.991699
-10.0,2892,982.21726
-11.0,3305,1010.585204
-21.0,1668,1024.76841
-12.0,2520,1046.78807
-19.0,2160,1070.513476
-8.0,3173,1098.532587
-12.0,2419,1119.712993
-21.0,1563,1133.457378
-20.0,1853,1148.831498
-3.0,3628,1178.298411
-19.0,2016,1194.985147
-1.0,4241,1228.192206
-19.0,2128,1245.023967
-7.0,3062,1268.90161
-8.0,2958,1291.638356
-4.0,3899,1321.08373
-21.0,1414,1332.096315
-19.0,1868,1346.62343
-14.0,2166,1363.623641
-19.0,1633,1376.035117
-19.0,1308,1386.160743
-3.0,3580,1414.417006
1.0,3894,1445.181462
-3.0,4066,1477.118006
-5.0,3210,1502.211787
-14.0,2189,1519.226962
-6.0,3222,1544.131184
-2.0,4108,1576.285237
-8.0,3132,1600.825696
-3.0,4159,1633.748612
3.0,4388,1668.617134
-2.0,3532,1695.856543
4.0,4750,1733.200924
-12.0,2422,1752.221804
-13.0,2428,1771.160578
13.0,3854,1800.981138
-1.0,4204,1833.825884
5.0,4680,1869.879912
10.0,4098,1901.991549
10.0,4205,1935.060582
11.0,3350,1961.337292
3.0,3773,1991.181141
2.0,3915,2021.9003
8.0,4134,2054.608117
10.0,4497,2091.906206
8.0,4615,2128.534189
19.0,2516,2148.995968
8.0,3439,2176.604981
7.0,3332,2203.100698
5.0,4454,2239.215808
14.0,2814,2261.999526
19.0,2551,2282.596672
3.0,4361,2318.080375
5.0,4848,2356.980147
9.0,4576,2392.758227
