#{"t_start": 1528320467.3576427, "env_id": "PongNoFrameskip-v4"}
r,l,t
-21.0,788,10.843387
-21.0,845,16.630829
-20.0,999,23.581189
-20.0,980,30.290826
-21.0,759,35.547853
-21.0,869,41.239618
-17.0,1155,49.354185
-20.0,862,55.596081
-20.0,1000,62.78023
-21.0,790,68.007938
-21.0,818,73.518282
-20.0,973,80.745403
-20.0,1089,88.403187
-19.0,1038,97.556547
-19.0,915,105.143856
-21.0,806,112.05881
-19.0,1026,121.273977
-21.0,839,128.487665
-19.0,953,136.523817
-20.0,942,144.583907
-19.0,1078,154.031932
-21.0,792,160.801308
-20.0,1000,169.476947
-19.0,1097,178.197201
-20.0,900,184.869496
-20.0,981,192.660806
-19.0,970,200.362723
-21.0,887,207.807106
-21.0,815,214.916964
-19.0,965,222.968839
-21.0,777,229.766362
-21.0,851,237.205831
-21.0,877,244.582619
-20.0,1017,253.331963
-20.0,840,260.222905
-20.0,933,268.433415
-21.0,821,275.470699
-21.0,910,283.40531
-20.0,926,291.409085
-19.0,967,299.939054
-21.0,955,307.85272
-21.0,909,315.612076
-20.0,932,324.11962
-21.0,888,331.469792
-19.0,961,340.003258
-20.0,837,346.504802
-20.0,1064,355.45803
-21.0,781,361.646902
-19.0,1273,372.265983
-21.0,778,378.561551
-21.0,806,385.176279
-19.0,960,392.955669
-21.0,867,399.718699
-21.0,822,406.487216
-18.0,1164,415.720548
-20.0,866,422.8186
-21.0,933,430.232309
-21.0,829,436.852315
-17.0,1319,447.87717
-21.0,827,454.425488
-21.0,884,461.506247
-20.0,927,468.927782
-19.0,1238,479.099766
-21.0,968,486.874745
-20.0,1097,496.093362
-20.0,920,503.47563
-21.0,927,510.974153
-19.0,1007,519.235633
-20.0,992,527.469483
-20.0,1075,536.015433
-20.0,924,543.562573
-21.0,821,550.282432
-21.0,817,557.151091
-20.0,1159,566.923856
-21.0,998,575.796259
-20.0,967,584.625119
-21.0,1002,592.32858
-20.0,1100,601.13014
-19.0,1157,610.821571
-21.0,1292,621.802772
-20.0,1130,631.563459
-21.0,909,639.45768
-20.0,1319,650.772114
-20.0,1135,660.852836
-17.0,1355,673.03236
-15.0,1384,685.203711
-16.0,1517,698.13859
-19.0,1052,707.618791
-18.0,1423,719.937249
-18.0,1530,733.450883
-16.0,1336,745.324788
-17.0,1443,757.838745
-17.0,1413,769.103035
-21.0,1361,780.177567
-14.0,1811,794.420042
-17.0,1583,806.939044
-17.0,1962,822.833182
-17.0,2499,842.308015
-19.0,1933,857.800209
-17.0,2601,878.564831
-8.0,3500,905.981528
-13.0,3197,931.259002
-19.0,1966,947.087616
-13.0,3117,972.670884
-19.0,2516,993.975791
-18.0,2165,1012.587641
-20.0,2007,1029.798168
-8.0,3279,1063.087761
-6.0,3236,1091.988441
-18.0,2205,1111.427685
-18.0,1808,1127.121734
-8.0,3525,1156.628329
-17.0,2280,1174.991945
-6.0,3687,1204.974701
-16.0,2184,1222.019488
-17.0,1754,1235.6956
-21.0,1705,1249.181247
-2.0,3916,1279.464915
-7.0,3590,1307.008729
-10.0,2917,1329.352578
-18.0,2169,1345.72304
-19.0,1788,1359.958804
-15.0,2307,1377.817703
-16.0,2239,1395.421895
-14.0,2775,1417.604105
-3.0,3662,1446.116691
2.0,3923,1476.892855
-12.0,2615,1497.330683
-15.0,2036,1513.241442
-13.0,2563,1532.59045
-10.0,2860,1555.17346
1.0,3967,1586.113936
-5.0,3562,1614.083244
1.0,4471,1650.033137
3.0,3838,1679.956172
5.0,4146,1712.331703
-12.0,2505,1731.913482
6.0,4099,1764.040574
5.0,4337,1797.64185
-5.0,3631,1826.104451
-14.0,2306,1843.650783
4.0,4626,1879.594434
6.0,4546,1915.702004
9.0,3457,1942.788612
-5.0,4397,1977.17566
2.0,3870,2007.476097
11.0,3410,2034.363334
6.0,3857,2066.226939
5.0,3904,2097.526265
4.0,3571,2125.981374
10.0,3973,2158.467688
12.0,2939,2181.817587
1.0,3528,2209.947737
18.0,2580,2230.669206
10.0,4390,2266.233159
8.0,4835,2305.605473
19.0,2495,2325.864696
14.0,2923,2349.3103
17.0,2826,2371.668612
7.0,4420,2406.102823
