#{"t_start": 1528301681.862821, "env_id": "PongNoFrameskip-v4"}
r,l,t
-21.0,885,39.997999
-21.0,758,69.213287
-21.0,786,99.923064
-19.0,1095,141.788126
-20.0,981,180.51462
-20.0,889,214.703049
-21.0,780,245.202599
-20.0,930,281.500537
-20.0,945,318.702373
-20.0,919,354.212255
-20.0,837,386.618616
-20.0,973,424.614602
-21.0,836,457.301785
-20.0,976,495.199931
-20.0,939,531.619654
-20.0,1094,574.111989
-20.0,977,611.999589
-16.0,1287,662.70868
-17.0,1402,717.842404
-19.0,1271,766.913875
-13.0,2167,851.522707
-17.0,1741,919.301533
-13.0,1940,993.93404
-7.0,2312,1083.988268
-4.0,2978,1199.410321
3.0,2993,1315.199744
19.0,1738,1382.688346
17.0,2243,1469.302985
18.0,2152,1553.320848
18.0,2129,1636.300835
19.0,1691,1701.843921
18.0,2106,1783.728318
14.0,2249,1871.311274
19.0,2043,1951.118019
20.0,2001,2028.899578
14.0,1981,2105.527697
21.0,1970,2181.800009
19.0,1636,2244.800094
19.0,1629,2308.296193
17.0,1907,2382.73329
17.0,1987,2460.209802
16.0,1945,2535.805683
20.0,1598,2597.922298
19.0,1634,2662.300274
17.0,1797,2732.222696
18.0,2133,2814.622839
18.0,1744,2882.488294
20.0,2004,2959.156747
19.0,2087,3037.419591
19.0,1679,3101.60737
20.0,1997,3177.007256
20.0,2066,3253.916337
8.0,2698,3355.799455
17.0,1815,3424.089408
13.0,2387,3514.136003
20.0,1565,3572.808949
19.0,2112,3652.201595
15.0,2015,3728.019583
18.0,2145,3809.701982
17.0,1877,3881.012649
16.0,2154,3962.999501
20.0,1996,4039.207849
19.0,2086,4118.884146
19.0,2129,4193.819005
