#{"t_start": 1528289406.5896022, "env_id": "PongNoFrameskip-v4"}
r,l,t
-20.0,1032,18.786256
-20.0,977,30.468735
-21.0,782,40.332119
-20.0,872,51.621534
-21.0,775,61.501233
-20.0,834,72.070779
-21.0,884,83.061801
-21.0,780,92.784414
-21.0,939,104.786267
-20.0,856,115.986512
-21.0,879,126.829799
-21.0,762,136.782488
-21.0,847,147.20979
-21.0,823,157.529618
-21.0,843,168.935514
-21.0,759,177.973928
-20.0,938,190.330725
-20.0,867,201.054396
-18.0,1189,216.179685
-19.0,993,228.995034
-21.0,824,239.810369
-20.0,1078,253.700926
-19.0,990,266.677948
-19.0,978,279.478912
-21.0,912,290.907493
-20.0,900,302.513642
-21.0,777,312.740671
-19.0,1076,326.237746
-21.0,992,339.224812
-18.0,1135,354.291556
-19.0,1116,368.278211
-18.0,1127,382.778679
-18.0,1066,396.293954
-20.0,957,408.767765
-19.0,1159,424.030597
-16.0,1491,442.688403
-19.0,1144,457.224618
-17.0,1507,475.701254
-14.0,1856,499.854101
-11.0,2261,528.221155
-16.0,1991,553.505021
-18.0,1806,575.859192
-19.0,1517,594.493654
-18.0,1446,613.071966
-17.0,1432,630.827832
-12.0,2076,656.897779
-6.0,2826,692.355748
4.0,3261,733.964975
3.0,2798,769.085531
12.0,2171,795.975697
19.0,1629,816.333413
11.0,2618,849.373776
-1.0,3200,889.800009
19.0,2085,915.981643
20.0,1565,935.870878
16.0,1902,960.051356
20.0,1561,980.426917
20.0,1610,1000.987778
17.0,2195,1029.698305
18.0,1834,1053.91838
17.0,1793,1077.789856
20.0,1562,1097.984286
15.0,2026,1124.806502
14.0,2185,1154.124115
18.0,2075,1182.021355
16.0,1801,1206.571128
20.0,1561,1228.52903
20.0,1990,1256.250945
12.0,2674,1295.038545
20.0,1565,1316.972561
19.0,1636,1342.0453
15.0,2066,1372.825039
18.0,1760,1400.130595
19.0,1630,1425.487139
20.0,2003,1457.654225
14.0,2192,1493.664239
15.0,1988,1527.241708
18.0,2147,1564.274865
19.0,2072,1602.159014
17.0,2213,1641.002815
17.0,2199,1681.402881
19.0,1635,1711.46024
19.0,1698,1742.142984
11.0,2367,1786.267421
18.0,2143,1826.736638
20.0,1595,1856.604023
13.0,2438,1901.60937
17.0,1848,1937.269261
20.0,1561,1968.708696
14.0,2400,2015.968917
20.0,1990,2055.631347
20.0,1989,2097.488863
14.0,2175,2144.400723
8.0,2964,2210.548162
18.0,2121,2257.653597
20.0,2003,2304.347065
16.0,2400,2360.508605
18.0,1789,2402.916368
17.0,2154,2456.032779
17.0,2122,2510.775759
20.0,1990,2557.166944
19.0,1687,2601.038947
19.0,2100,2654.310566
18.0,2123,2709.547745
20.0,2003,2762.612249
20.0,1984,2816.468009
18.0,1769,2863.504533
18.0,2152,2922.029796
20.0,1566,2960.794147
17.0,1825,3008.420952
20.0,2004,3062.873487
16.0,2336,3127.384204
18.0,2182,3188.73901
19.0,1631,3235.573731
10.0,2533,3312.43488
17.0,2201,3377.656321
19.0,1634,3424.974074
17.0,2214,3491.586802
17.0,2137,3560.714485
19.0,1714,3611.778413
20.0,1563,3660.721723
15.0,1939,3722.095876
13.0,2071,3786.875016
19.0,1634,3838.817815
19.0,1656,3894.400326
15.0,2378,3965.408585
19.0,1635,4022.673051
19.0,2038,4087.679221
19.0,2026,4152.495572
20.0,1565,4204.077831
17.0,2163,4276.098902
17.0,2182,4344.347493
15.0,2056,4413.797966
19.0,2083,4482.977523
19.0,2044,4545.34298
20.0,1567,4594.090217
10.0,3048,4729.616714
19.0,1646,4825.619546
9.0,2875,4984.499263
20.0,1567,5076.344054
19.0,1635,5165.912779
17.0,1938,5273.408709
20.0,1561,5352.814437
20.0,2002,5457.975561
