#{"t_start": 1528289406.8040888, "env_id": "PongNoFrameskip-v4"}
r,l,t
-21.0,807,15.030269
-21.0,787,24.877024
-20.0,873,36.331232
-18.0,1102,49.884196
-21.0,822,60.201439
-21.0,876,71.812516
-20.0,836,82.260743
-21.0,797,92.264944
-21.0,823,102.484447
-21.0,783,113.024004
-20.0,1042,126.040903
-21.0,898,137.828594
-21.0,852,148.346671
-20.0,889,159.511556
-21.0,930,171.569088
-20.0,1077,185.24006
-19.0,949,197.31396
-21.0,1237,212.938776
-20.0,897,224.81674
-19.0,1036,238.236591
-21.0,869,248.899043
-20.0,936,261.15284
-19.0,1187,276.702445
-20.0,904,288.013858
-19.0,937,300.044508
-21.0,882,311.021479
-17.0,1149,326.16591
-20.0,1002,339.274658
-20.0,1082,353.176941
-19.0,1380,370.941412
-20.0,944,383.171495
-21.0,1005,395.99109
-21.0,1051,409.342224
-20.0,1124,424.258381
-17.0,1805,447.180731
-15.0,2091,472.941588
-14.0,1734,495.261696
-13.0,1909,520.113232
-12.0,2104,546.263648
-15.0,1864,568.999071
-18.0,1394,586.469827
-15.0,1608,606.649294
-15.0,1711,628.223185
-6.0,2769,663.262134
-12.0,2692,697.197786
-9.0,2520,729.074662
17.0,1814,751.732181
8.0,2929,788.138453
12.0,2432,819.08254
15.0,2264,847.23513
9.0,3048,885.590849
15.0,1929,910.358276
20.0,2002,935.519163
20.0,2002,961.394064
19.0,1630,982.269102
11.0,2259,1011.167356
20.0,2003,1037.564961
10.0,2382,1069.188238
18.0,1670,1090.660074
20.0,1562,1111.312438
20.0,2001,1138.361171
16.0,2435,1170.788877
19.0,1598,1192.528925
18.0,2163,1222.579396
18.0,2157,1253.136236
18.0,2122,1283.151076
20.0,2005,1312.52528
18.0,1728,1337.420634
18.0,1683,1363.452028
18.0,1838,1391.198775
19.0,1766,1418.651688
8.0,3012,1466.960198
20.0,1993,1499.733993
13.0,2375,1538.923537
16.0,2135,1577.917242
17.0,2223,1616.697947
17.0,1809,1649.136959
10.0,2596,1697.238632
20.0,2055,1736.532378
15.0,2294,1778.042467
19.0,1634,1808.691486
20.0,1563,1837.706129
20.0,2006,1874.792531
16.0,2143,1915.943593
20.0,1564,1944.83117
19.0,2046,1987.175733
20.0,1995,2027.167926
20.0,1566,2058.874401
19.0,1685,2092.957836
15.0,1979,2135.179373
18.0,1752,2174.76448
20.0,1563,2207.193954
12.0,2340,2261.635679
20.0,1562,2298.598838
19.0,2083,2346.096068
18.0,1782,2388.335553
20.0,1991,2436.215573
16.0,1973,2485.611132
19.0,2084,2536.775084
17.0,2192,2591.628617
17.0,1929,2642.430826
16.0,2168,2698.90534
17.0,1866,2746.549302
18.0,1688,2793.505101
20.0,1565,2832.891393
19.0,1635,2879.318829
20.0,2031,2932.444284
5.0,3018,3012.622956
20.0,1994,3067.124
19.0,2041,3121.061794
20.0,1564,3165.111475
19.0,2039,3222.735303
18.0,2155,3287.794086
19.0,1635,3336.443592
20.0,1566,3382.985094
7.0,3042,3472.556578
17.0,1797,3528.414382
20.0,1592,3579.647879
19.0,2023,3641.094262
20.0,1564,3690.548157
16.0,2389,3765.763475
18.0,2165,3832.577141
16.0,2260,3906.506137
20.0,1564,3957.240945
17.0,2512,4036.355373
17.0,2265,4108.09937
20.0,2001,4172.362913
20.0,1565,4224.410365
14.0,2197,4296.75871
20.0,1563,4350.299803
18.0,1776,4407.406087
18.0,1746,4468.846777
20.0,1562,4514.792044
19.0,2088,4581.105041
18.0,1721,4631.019379
20.0,1990,4739.732801
16.0,2224,4860.422279
17.0,2257,4995.354099
17.0,1756,5088.267172
18.0,2192,5210.082473
19.0,2033,5329.716977
20.0,1566,5405.224229
