#{"t_start": 1528347271.9737096, "env_id": "PongNoFrameskip-v4"}
r,l,t
-21.0,786,10.418452
-20.0,926,17.477637
-21.0,883,24.226612
-20.0,838,30.497289
-20.0,837,36.902449
-20.0,944,44.041758
-21.0,922,50.93278
-20.0,899,58.619744
-21.0,825,65.84429
-17.0,1116,75.027097
-20.0,896,82.379126
-21.0,867,89.817489
-20.0,837,96.934218
-21.0,825,103.789857
-21.0,787,110.381496
-19.0,975,118.690675
-21.0,782,125.363402
-19.0,1036,134.088755
-21.0,786,140.828768
-21.0,787,147.510097
-21.0,804,154.548733
-19.0,939,162.507955
-20.0,985,171.005251
-20.0,1141,180.320377
-21.0,976,188.695747
-21.0,884,196.146793
-20.0,870,203.523219
-19.0,1122,213.085933
-20.0,949,220.984869
-21.0,920,228.699014
-21.0,822,235.53694
-19.0,1086,245.024808
-21.0,893,252.622905
-20.0,1010,261.316899
-21.0,787,268.135649
-21.0,866,275.580089
-21.0,877,283.091999
-21.0,837,290.137003
-21.0,879,297.606908
-21.0,780,304.200697
-21.0,986,312.528366
-21.0,790,319.107797
-18.0,1134,328.722079
-16.0,1438,340.983893
-18.0,1167,350.740717
-19.0,1115,360.215169
-18.0,1143,370.069623
-17.0,1260,380.468732
-15.0,1597,393.989171
-16.0,1433,405.716107
-12.0,1790,420.719202
-17.0,1570,433.689389
-14.0,1754,448.299528
-14.0,1848,463.605169
-11.0,1949,480.208794
-15.0,1626,493.632301
-17.0,1563,506.53321
-10.0,2204,525.188607
-1.0,3055,550.638243
-6.0,2309,569.856387
-4.0,2639,591.743194
2.0,2777,615.157035
-4.0,2655,637.74829
19.0,1864,653.166649
17.0,1972,669.807923
14.0,2065,687.12082
17.0,1857,702.642021
9.0,2413,723.055118
20.0,1666,737.140382
19.0,1735,751.651225
17.0,1857,767.711924
20.0,1661,781.746806
17.0,1938,798.05297
20.0,1671,812.237189
2.0,3042,839.099743
18.0,1850,854.95643
20.0,1712,869.953218
19.0,1850,885.611724
20.0,1667,899.823517
18.0,2064,917.304321
18.0,1924,935.280442
17.0,1927,951.605026
16.0,2135,970.430446
19.0,1746,985.542478
18.0,1794,1001.005077
13.0,2248,1020.088138
20.0,1702,1034.823644
20.0,1670,1049.142775
20.0,1671,1063.325289
18.0,1972,1080.72858
18.0,1845,1096.513839
12.0,2494,1117.959539
21.0,1667,1132.352807
19.0,2215,1151.385237
21.0,1690,1165.972747
15.0,2201,1184.868562
20.0,1726,1200.227785
19.0,1819,1216.061516
20.0,1820,1232.120539
19.0,1802,1247.698187
16.0,2046,1266.362387
21.0,1669,1281.004024
21.0,1633,1295.677616
18.0,1947,1312.621824
21.0,1661,1327.326966
21.0,1670,1341.955964
21.0,1694,1356.509382
18.0,1846,1372.954756
20.0,1933,1389.620534
20.0,1690,1404.21934
20.0,1936,1420.993342
19.0,1786,1437.118926
19.0,1913,1453.93141
20.0,1729,1469.268013
21.0,1630,1482.994377
20.0,1735,1498.155923
21.0,1674,1512.798625
20.0,1756,1528.20976
21.0,1630,1542.447834
19.0,1995,1560.038263
21.0,1691,1574.909918
19.0,1827,1590.898296
21.0,1820,1607.099746
20.0,1869,1623.415641
20.0,1744,1639.067206
18.0,2020,1656.901466
18.0,1848,1672.897809
20.0,1767,1688.659989
19.0,1807,1704.518662
21.0,1826,1720.4093
21.0,1826,1736.471758
21.0,1631,1750.824734
21.0,1669,1765.550952
21.0,1826,1781.59858
21.0,1629,1796.124771
21.0,1633,1810.796035
21.0,1630,1825.320743
20.0,1735,1840.403766
21.0,1669,1855.349728
21.0,1633,1870.031228
21.0,1636,1884.773556
21.0,1670,1899.918654
21.0,1630,1914.379883
21.0,1824,1931.004707
21.0,1825,1947.571855
18.0,2000,1965.063564
20.0,1919,1982.283889
21.0,1636,1997.18726
21.0,1667,2011.974445
20.0,1727,2027.94086
21.0,1633,2042.440481
21.0,1669,2057.428199
21.0,1820,2073.986047
21.0,1633,2088.516095
21.0,1630,2103.499799
21.0,1668,2118.965748
21.0,1635,2133.530458
21.0,1824,2149.869327
21.0,1668,2165.097931
21.0,1635,2179.96794
21.0,1636,2194.891137
21.0,1634,2209.315404
21.0,1630,2224.231225
21.0,1632,2239.394878
21.0,1631,2254.397614
21.0,1667,2269.228138
20.0,1877,2285.870382
20.0,1964,2304.143244
20.0,1875,2320.658241
21.0,1635,2335.743914
21.0,1823,2351.881825
21.0,1633,2366.440118
20.0,1830,2382.817845
18.0,1986,2400.99492
21.0,1671,2416.377868
21.0,1672,2431.652996
21.0,1636,2446.550019
20.0,1873,2463.230466
20.0,1859,2480.096405
21.0,1635,2494.561896
21.0,1672,2509.999546
21.0,1631,2525.237691
21.0,1668,2540.155618
21.0,1673,2555.21172
21.0,1632,2570.047355
21.0,1673,2585.08258
21.0,1824,2601.549823
21.0,1631,2616.627512
21.0,1630,2631.670041
21.0,1630,2646.199671
21.0,1634,2661.446297
20.0,1726,2677.721245
21.0,1825,2694.409703
21.0,1673,2709.57082
21.0,1635,2724.374982
21.0,1636,2739.010334
21.0,1670,2754.917251
21.0,1629,2769.415106
20.0,1908,2787.0226
