#{"t_start": 1528347272.0444489, "env_id": "PongNoFrameskip-v4"}
r,l,t
-19.0,1052,12.480567
-21.0,822,18.717796
-20.0,861,25.271571
-21.0,820,31.372347
-20.0,1044,39.217457
-21.0,847,45.78412
-19.0,936,52.784988
-20.0,865,60.557055
-21.0,930,68.22695
-20.0,986,76.695776
-21.0,880,83.979802
-21.0,788,90.606384
-21.0,937,98.277981
-21.0,823,105.463028
-20.0,837,112.367537
-19.0,1007,120.795946
-20.0,989,129.510669
-19.0,1081,138.3943
-21.0,820,145.724126
-21.0,858,152.667207
-18.0,1024,161.557036
-21.0,1120,171.249376
-20.0,868,178.591444
-21.0,823,185.368318
-21.0,975,193.673069
-20.0,990,201.795554
-21.0,819,208.916111
-21.0,924,216.649945
-20.0,838,223.903678
-20.0,1028,232.578372
-20.0,947,240.591586
-21.0,759,247.060454
-21.0,878,254.587359
-20.0,865,261.818053
-21.0,838,269.194521
-21.0,1031,277.976209
-20.0,1038,286.749603
-21.0,998,295.428275
-21.0,911,303.042616
-20.0,1034,311.643924
-20.0,1088,320.966669
-21.0,805,327.700995
-18.0,1078,336.869406
-20.0,1042,345.545408
-17.0,1303,356.810638
-20.0,925,364.591975
-19.0,1148,374.309102
-18.0,1152,384.179972
-19.0,1195,394.013786
-18.0,1240,404.293877
-15.0,1683,418.401684
-20.0,1413,430.176835
-20.0,1448,442.024157
-18.0,1533,454.73402
-19.0,1419,466.650235
-11.0,2164,484.845647
-12.0,1808,499.834906
-15.0,1786,514.739457
-4.0,2621,536.756587
-8.0,2193,555.060076
-8.0,2272,573.628968
3.0,2806,597.136291
-4.0,2510,618.344504
-2.0,2670,640.990257
4.0,2547,662.349526
11.0,2089,679.675334
14.0,2160,697.959751
21.0,1710,712.433395
19.0,1743,727.181123
19.0,1855,742.730088
21.0,1674,756.886286
18.0,1771,772.043403
14.0,2198,790.542686
13.0,2247,809.642067
19.0,1733,824.967307
20.0,1665,839.353296
10.0,2488,861.119287
18.0,1906,877.458137
21.0,1670,891.874569
20.0,1810,907.197974
16.0,1995,923.965468
11.0,2702,948.394849
18.0,1940,965.788345
19.0,1871,981.604003
21.0,1631,995.719385
21.0,1668,1009.804099
20.0,1670,1024.309808
20.0,1662,1038.770051
21.0,1673,1053.163911
21.0,1636,1067.252498
19.0,1717,1081.981615
19.0,1772,1097.349442
20.0,1694,1111.613019
21.0,1636,1125.738603
17.0,2030,1143.375454
17.0,1919,1160.118936
21.0,1691,1174.572118
21.0,1630,1188.852264
18.0,1855,1205.053599
19.0,1862,1221.282375
19.0,1814,1237.39015
17.0,1903,1253.850305
20.0,1810,1270.529851
16.0,2147,1289.492454
20.0,1881,1305.785144
21.0,1674,1320.738336
19.0,2013,1338.397016
21.0,1633,1352.659473
21.0,1696,1367.45376
18.0,1955,1384.313976
20.0,1729,1399.493354
21.0,1674,1413.950359
21.0,1690,1428.814555
21.0,1632,1443.601475
21.0,1630,1457.442372
21.0,1630,1471.84307
21.0,1690,1486.26937
20.0,1665,1500.640732
21.0,1632,1514.971894
19.0,1841,1530.96127
20.0,1745,1546.583668
20.0,1993,1564.4043
18.0,1857,1580.487035
21.0,1666,1595.121573
21.0,1822,1611.043805
21.0,1673,1625.818345
21.0,1631,1640.390132
18.0,1949,1657.460206
21.0,1629,1671.750053
21.0,1632,1686.343073
20.0,1920,1703.23806
20.0,1797,1718.979633
21.0,1630,1733.450113
21.0,1826,1749.392133
21.0,1672,1764.16401
18.0,1833,1780.27378
17.0,2142,1799.496434
20.0,1667,1814.168604
21.0,1630,1828.750529
21.0,1632,1842.723346
20.0,1709,1858.3538
21.0,1636,1872.562258
19.0,1933,1890.018768
21.0,1632,1905.108786
21.0,1631,1919.655591
20.0,1861,1936.277901
21.0,1667,1951.40576
20.0,1881,1968.129731
19.0,1876,1985.261574
21.0,1629,2000.07285
21.0,1669,2014.889202
21.0,1630,2029.481961
21.0,1634,2044.3479
20.0,1768,2060.337259
21.0,1671,2075.219582
21.0,1630,2090.179689
20.0,1801,2106.594724
21.0,1674,2122.003526
21.0,1630,2136.030009
21.0,1824,2152.971549
21.0,1635,2167.519981
21.0,1634,2182.433983
19.0,1777,2198.508647
20.0,1808,2214.852562
19.0,1937,2232.54052
21.0,1633,2247.594626
21.0,1631,2262.435919
21.0,1632,2276.799439
21.0,1629,2291.880043
21.0,1634,2306.76706
21.0,1636,2321.445375
21.0,1633,2336.06034
21.0,1633,2350.624246
21.0,1820,2366.713849
21.0,1634,2381.448951
21.0,1674,2396.5372
21.0,1669,2411.842605
21.0,1630,2427.049501
19.0,1932,2444.447322
21.0,1632,2459.404006
21.0,1629,2473.639138
21.0,1673,2488.664611
21.0,1636,2503.882699
21.0,1821,2520.385009
21.0,1671,2535.652231
21.0,1632,2550.587096
20.0,1736,2566.363617
20.0,1859,2582.892447
21.0,1633,2597.858341
21.0,1632,2612.847321
21.0,1674,2628.214174
21.0,1633,2643.259032
21.0,1673,2658.643842
21.0,1635,2673.465375
21.0,1634,2688.691967
21.0,1629,2703.601013
21.0,1636,2718.364338
21.0,1634,2733.004034
21.0,1636,2747.933386
18.0,2121,2767.770542
