#{"t_start": 1528305814.692589, "env_id": "PongNoFrameskip-v4"}
r,l,t
-20.0,924,11.923338
-21.0,882,17.808975
-20.0,989,24.541857
-19.0,1004,31.449398
-20.0,1002,38.282901
-19.0,1054,45.52623
-21.0,818,51.083658
-21.0,821,56.590882
-21.0,838,62.240519
-21.0,787,67.912139
-19.0,1070,74.973912
-19.0,1239,82.807268
-21.0,821,87.909006
-20.0,899,95.037549
-21.0,821,101.296246
-21.0,849,108.289479
-20.0,898,115.362481
-19.0,946,122.381166
-21.0,822,128.690333
-21.0,822,134.724156
-20.0,832,141.304648
-20.0,902,147.984309
-21.0,910,154.934322
-21.0,778,161.091636
-21.0,777,166.78353
-21.0,1004,174.294719
-21.0,1044,181.894797
-20.0,838,187.972409
-20.0,1112,196.442249
-21.0,820,202.109885
-20.0,917,209.21534
-20.0,835,215.20976
-20.0,871,222.059861
-20.0,839,228.166093
-20.0,928,235.1809
-21.0,789,241.157459
-21.0,791,246.979193
-21.0,777,252.868922
-21.0,881,259.306507
-20.0,892,266.087639
-20.0,865,272.464152
-21.0,759,278.046822
-21.0,928,284.951636
-21.0,804,290.814839
-20.0,835,297.327003
-20.0,897,303.881819
-17.0,1217,312.568988
-21.0,878,319.193852
-21.0,804,324.851855
-20.0,985,331.711833
-19.0,976,338.518608
-20.0,868,345.03035
-20.0,928,351.661357
-21.0,912,358.401235
-21.0,866,364.151618
-18.0,1171,372.324947
-20.0,956,379.252625
-20.0,884,385.692439
-21.0,780,391.171276
-19.0,1004,398.366623
-20.0,928,404.832057
-21.0,851,411.024182
-19.0,1092,418.78599
-21.0,791,424.478974
-21.0,957,431.434304
-20.0,1034,438.713848
-20.0,902,445.203981
-19.0,1147,453.344183
-21.0,837,459.028104
-20.0,918,465.595517
-19.0,1197,474.402321
-20.0,931,480.92148
-21.0,997,488.115776
-20.0,916,494.548564
-20.0,1061,502.113714
-21.0,850,508.202327
-19.0,925,514.651274
-21.0,969,521.521107
-21.0,848,527.379647
-21.0,880,533.53398
-21.0,819,539.251499
-20.0,1044,546.613723
-20.0,1024,553.82399
-21.0,782,559.594681
-20.0,973,566.579901
-21.0,819,572.475502
-21.0,762,577.952581
-21.0,822,583.802202
-20.0,1081,591.37402
-21.0,821,597.614438
-21.0,1007,604.816829
-19.0,1070,612.321927
-21.0,848,618.427363
-20.0,840,624.327347
-20.0,1101,632.484757
-19.0,1058,640.188658
-21.0,908,646.751996
-20.0,923,653.123983
-21.0,852,659.265454
-20.0,1078,667.082745
-21.0,851,673.539335
-20.0,891,679.977637
-21.0,825,686.045627
-20.0,949,693.372884
-21.0,835,699.505558
-20.0,986,707.10641
-21.0,882,713.553651
-21.0,818,719.480661
-21.0,941,726.227815
-21.0,780,732.36351
-21.0,1034,739.585389
-20.0,917,746.121024
-19.0,1014,753.554924
-21.0,937,760.26671
-20.0,976,767.575199
-21.0,882,773.586994
-19.0,968,780.463909
-20.0,1002,787.640968
-21.0,998,794.706115
-19.0,1158,803.504565
-20.0,895,810.174497
-20.0,937,817.114931
-20.0,1018,824.474009
-14.0,1586,836.16701
-20.0,917,842.977222
-20.0,988,850.414906
-20.0,841,856.698496
-20.0,869,862.847879
-20.0,921,869.916756
-21.0,781,875.739898
-20.0,898,881.923838
-21.0,1002,888.988134
-20.0,902,895.714544
-21.0,821,901.502466
-19.0,1234,910.674991
-20.0,916,917.612455
-21.0,822,923.841046
-20.0,831,930.062303
-20.0,838,936.185201
-20.0,983,943.350378
-20.0,1142,951.823117
-19.0,1132,960.048006
-21.0,781,965.612631
-19.0,1086,973.478812
-21.0,876,979.875361
-18.0,1099,987.527036
-21.0,973,994.680073
-20.0,839,1000.946545
-20.0,916,1007.672981
-21.0,783,1013.325307
-18.0,1167,1021.797461
-21.0,944,1028.60052
-20.0,1077,1036.858255
-20.0,986,1044.443238
-20.0,870,1051.312428
-21.0,820,1057.465937
-21.0,925,1064.500904
-21.0,944,1071.432224
-21.0,875,1078.003587
-20.0,956,1084.961353
-20.0,1039,1092.573565
-20.0,837,1098.954342
-20.0,989,1106.174562
-21.0,837,1112.320388
-20.0,1037,1119.730647
-20.0,959,1126.972792
-20.0,963,1133.903516
-21.0,927,1140.919006
-19.0,1036,1148.298317
-21.0,930,1155.018505
-21.0,858,1161.499215
-21.0,1182,1170.230727
-19.0,1119,1178.490695
-21.0,781,1184.285764
-21.0,764,1189.692994
-21.0,807,1195.638808
-21.0,856,1202.062462
-19.0,1008,1209.319765
-18.0,1072,1217.282687
-20.0,982,1224.335988
-18.0,1061,1232.299216
-19.0,958,1239.4356
-18.0,1119,1247.90708
-20.0,1051,1255.622422
-21.0,839,1261.772345
-19.0,1028,1269.566452
-20.0,911,1276.045169
-20.0,1100,1283.89533
-21.0,948,1291.029082
-20.0,955,1297.762333
-17.0,1160,1306.311429
-17.0,1168,1315.183508
-19.0,1053,1322.834977
-20.0,978,1329.922814
-21.0,1033,1337.525683
-20.0,1102,1345.723739
-18.0,1092,1353.600242
-20.0,958,1360.502388
-19.0,1148,1368.833054
-19.0,1114,1376.777829
-20.0,894,1383.350487
-16.0,1346,1393.65276
-16.0,1271,1403.20904
-20.0,1156,1412.013834
-20.0,1050,1420.088265
-21.0,929,1427.173546
-21.0,1110,1435.711483
-18.0,1231,1444.415217
-17.0,1124,1453.013458
-18.0,1084,1461.317552
-19.0,1068,1469.097584
-17.0,1293,1478.596614
-19.0,1144,1487.219616
-21.0,901,1494.093758
-19.0,1138,1502.673149
-16.0,1282,1512.339712
-20.0,961,1519.265179
-17.0,1145,1527.906235
-17.0,1333,1537.699407
-18.0,1154,1545.986049
-19.0,1253,1555.209991
-16.0,1351,1565.125328
-19.0,1399,1575.541837
-18.0,1202,1584.128471
-20.0,1231,1593.718116
-17.0,1568,1605.399729
-19.0,1513,1616.748986
-17.0,1224,1626.060562
-19.0,1373,1636.11223
-20.0,1507,1646.927628
-19.0,1501,1657.806081
-18.0,1338,1667.601113
-20.0,1242,1676.939164
-17.0,1503,1687.904204
-18.0,1643,1699.942718
-14.0,1697,1713.005133
-13.0,1807,1726.538781
-12.0,2079,1741.803166
-21.0,1342,1751.561527
-20.0,1634,1763.825521
-12.0,1947,1778.300861
-18.0,1582,1790.783894
-9.0,2099,1806.221482
-14.0,2079,1822.713069
-12.0,2060,1839.614653
-11.0,2120,1857.462452
-5.0,2401,1876.826091
-17.0,1466,1888.26932
-14.0,1911,1903.477388
-12.0,2063,1919.949008
-17.0,1838,1934.323143
-13.0,2045,1950.671345
-9.0,2413,1969.713338
-9.0,2592,1990.414143
-20.0,1352,2001.282211
-15.0,1886,2016.548467
-15.0,2230,2034.080508
-12.0,2120,2051.170351
-16.0,1889,2065.855221
-18.0,1701,2079.786841
-17.0,2263,2097.661932
-15.0,2120,2114.725271
-16.0,2221,2132.41363
-16.0,1951,2148.315308
-14.0,2340,2167.109087
-19.0,1939,2183.571199
-17.0,2455,2204.801444
-16.0,2419,2225.335587
-10.0,2629,2246.552203
