#{"t_start": 1528305815.1677442, "env_id": "PongNoFrameskip-v4"}
r,l,t
-20.0,959,11.702677
-21.0,881,17.515178
-21.0,823,23.193032
-20.0,947,29.770721
-21.0,824,35.252275
-21.0,877,41.364685
-21.0,811,46.772622
-20.0,944,53.349594
-21.0,938,59.617761
-21.0,942,66.107289
-20.0,885,72.151535
-20.0,901,77.953962
-19.0,973,84.11259
-21.0,810,89.61384
-19.0,1031,97.603132
-20.0,916,104.759672
-20.0,995,112.87521
-20.0,1078,120.987382
-21.0,775,126.805514
-20.0,938,133.917726
-21.0,776,139.850087
-20.0,931,146.753507
-20.0,1022,154.618539
-21.0,885,161.672761
-21.0,907,168.319691
-20.0,862,174.747556
-20.0,1072,182.500728
-20.0,993,189.950373
-21.0,839,196.137935
-21.0,820,202.100233
-20.0,962,209.17158
-20.0,955,216.39655
-20.0,951,223.64546
-21.0,805,229.672392
-21.0,1025,237.097371
-20.0,1005,244.704503
-21.0,789,250.646437
-20.0,1164,259.142356
-21.0,763,264.901244
-21.0,761,270.48912
-20.0,935,277.632537
-21.0,850,283.811685
-18.0,1103,292.104224
-21.0,778,298.008931
-17.0,1130,306.278506
-20.0,928,312.986745
-20.0,959,319.970041
-21.0,822,325.92812
-21.0,779,331.276037
-20.0,913,337.762248
-21.0,852,344.199479
-20.0,928,350.871819
-20.0,870,357.05365
-18.0,1081,364.420399
-21.0,969,371.322206
-21.0,757,376.750906
-21.0,886,382.886639
-20.0,910,389.567143
-19.0,1097,397.222468
-20.0,978,404.209433
-21.0,906,410.743226
-21.0,905,417.302579
-21.0,759,422.806067
-20.0,977,429.492511
-21.0,791,435.412178
-20.0,898,441.858915
-21.0,1061,449.391504
-21.0,819,454.872893
-21.0,1093,462.673118
-21.0,944,469.520686
-21.0,778,475.029692
-20.0,973,482.177662
-21.0,910,488.544356
-21.0,824,494.253041
-21.0,840,500.431971
-20.0,915,506.894803
-21.0,819,512.53845
-21.0,799,518.311864
-21.0,944,524.88642
-21.0,824,530.568597
-20.0,1139,538.587271
-18.0,1358,548.129208
-20.0,889,554.465756
-21.0,822,560.435033
-18.0,1132,568.539506
-21.0,869,574.871501
-21.0,847,580.823458
-20.0,1069,588.543438
-20.0,1008,595.961836
-20.0,1188,604.445686
-21.0,851,610.238408
-21.0,909,616.635054
-20.0,1040,624.416811
-19.0,1131,632.464573
-18.0,1142,640.82008
-20.0,1110,648.915204
-21.0,883,655.136354
-19.0,1247,664.131873
-21.0,948,671.237153
-19.0,1115,679.350356
-21.0,820,685.419451
-19.0,1070,693.370065
-20.0,916,700.542267
-21.0,848,706.818246
-20.0,836,712.984188
-21.0,821,718.945363
-21.0,790,724.701469
-21.0,824,730.946303
-20.0,896,737.275761
-21.0,777,742.874658
-20.0,1026,750.176652
-21.0,760,755.933978
-19.0,1073,763.543672
-21.0,963,770.326521
-20.0,1014,777.447148
-20.0,840,783.505303
-21.0,1020,790.806099
-20.0,894,797.422036
-21.0,758,803.158179
-17.0,1439,813.897744
-20.0,1017,821.228742
-18.0,1240,830.613934
-20.0,926,837.453849
-21.0,779,843.098992
-19.0,1073,850.978176
-21.0,852,857.319105
-21.0,964,864.145762
-19.0,996,871.728572
-20.0,872,878.035512
-21.0,961,884.695739
-19.0,1047,892.637043
-18.0,1076,900.166425
-19.0,1061,907.658323
-21.0,976,915.099118
-21.0,884,922.173925
-20.0,867,928.617457
-21.0,818,934.566873
-18.0,1273,943.903973
-20.0,915,950.667474
-19.0,930,957.166082
-21.0,914,963.795264
-20.0,928,970.817235
-19.0,975,977.701815
-16.0,1291,986.932835
-21.0,917,993.488077
-20.0,836,999.809476
-21.0,870,1006.198003
-21.0,870,1012.592031
-21.0,864,1018.576013
-20.0,917,1025.317176
-19.0,1173,1034.288934
-20.0,1126,1042.900517
-21.0,875,1049.882277
-21.0,1005,1057.374213
-17.0,1408,1067.962877
-19.0,1016,1075.602381
-19.0,994,1083.093579
-21.0,911,1089.693337
-19.0,1051,1097.517339
-21.0,914,1104.010672
-19.0,937,1110.95471
-21.0,841,1117.201597
-20.0,1131,1125.519719
-20.0,943,1132.32839
-19.0,992,1139.707041
-21.0,846,1145.529145
-21.0,821,1151.62781
-19.0,993,1159.020132
-21.0,759,1164.41459
-21.0,1000,1171.912454
-19.0,1088,1180.115634
-17.0,1216,1188.714584
-21.0,982,1196.210981
-20.0,865,1202.721734
-19.0,996,1209.820039
-21.0,988,1217.079698
-20.0,870,1223.566264
-20.0,1008,1230.995805
-21.0,1224,1240.081226
-18.0,1291,1249.650598
-20.0,947,1256.876247
-16.0,1217,1265.408602
-19.0,913,1272.305529
-19.0,1076,1280.290987
-19.0,939,1286.997738
-20.0,1172,1295.329746
-19.0,1205,1304.587717
-21.0,986,1311.638572
-20.0,924,1318.48732
-18.0,1292,1328.194793
-18.0,1390,1338.214615
-18.0,1261,1347.563066
-20.0,1073,1355.409481
-18.0,1274,1364.542799
-18.0,1128,1372.60046
-21.0,1002,1379.955067
-20.0,1025,1387.588495
-15.0,1478,1398.653411
-20.0,953,1405.903412
-20.0,982,1413.537493
-20.0,1068,1421.740648
-21.0,932,1428.712204
-21.0,931,1435.967569
-21.0,1085,1443.698454
-20.0,978,1451.268089
-19.0,1236,1460.266504
-19.0,1120,1468.678348
-20.0,1190,1477.344707
-19.0,977,1484.788473
-21.0,908,1491.619046
-17.0,1242,1501.106952
-20.0,933,1508.186637
-20.0,1095,1516.334961
-18.0,1212,1525.272424
-20.0,1307,1534.772504
-18.0,1199,1543.60077
-19.0,1235,1552.391037
-18.0,1412,1562.887933
-20.0,1010,1570.425928
-20.0,1433,1580.898002
-19.0,1272,1590.392788
-20.0,1147,1599.099617
-20.0,1280,1608.541606
-21.0,1149,1617.30916
-18.0,1379,1627.736276
-20.0,1117,1636.150686
-14.0,1700,1648.134383
-19.0,1424,1658.501678
-15.0,1598,1670.210702
-13.0,1683,1682.602841
-16.0,1610,1694.425363
-16.0,1326,1704.327582
-19.0,1427,1715.3201
-17.0,1606,1727.227578
-12.0,1959,1741.615453
-17.0,1575,1753.44135
-13.0,1668,1765.855413
-17.0,1778,1779.204965
-17.0,1718,1792.368304
-10.0,1996,1807.298841
-16.0,1819,1821.813844
-7.0,2294,1840.860209
-10.0,2078,1857.973329
-14.0,1735,1871.589535
-19.0,1356,1882.498341
-18.0,1535,1894.893127
-10.0,2141,1912.060034
-9.0,2271,1929.879588
-10.0,2088,1946.594025
-15.0,2012,1962.318706
-18.0,1598,1975.105049
-8.0,2138,1992.044182
-5.0,2521,2012.332805
-11.0,2403,2031.364455
-8.0,2383,2050.590333
-20.0,1446,2061.884513
-21.0,1546,2074.157181
-19.0,1647,2087.625698
-14.0,2057,2103.872291
-14.0,2213,2121.33106
-18.0,1958,2137.130574
-16.0,2251,2155.457429
-9.0,2431,2175.389622
-16.0,2177,2193.816414
-15.0,1948,2210.835473
-11.0,2897,2235.441849
-19.0,2170,2252.627455
