#{"t_start": 1528305814.9931304, "env_id": "PongNoFrameskip-v4"}
r,l,t
-20.0,1166,13.340313
-21.0,1052,20.34322
-21.0,849,26.137397
-18.0,1209,34.444091
-21.0,820,40.066935
-21.0,885,46.03605
-21.0,788,51.318895
-19.0,1025,58.24416
-20.0,1017,65.375036
-21.0,824,71.151103
-21.0,907,77.014368
-21.0,851,82.159255
-20.0,840,87.470147
-20.0,882,94.562266
-19.0,1070,102.830886
-19.0,1069,111.24697
-20.0,852,117.955483
-20.0,980,125.482932
-20.0,897,132.111666
-21.0,824,138.299374
-20.0,836,144.704284
-20.0,1017,152.568687
-21.0,787,158.714719
-21.0,822,164.757142
-21.0,758,170.372486
-21.0,825,176.284268
-20.0,838,182.598806
-17.0,1203,191.461101
-21.0,825,197.801992
-20.0,981,204.551881
-21.0,820,210.976134
-20.0,893,217.723031
-19.0,1183,226.578728
-20.0,929,233.396031
-20.0,864,239.961997
-21.0,1035,247.692944
-20.0,899,254.461445
-21.0,818,260.2407
-21.0,1020,267.93633
-19.0,972,275.227266
-21.0,785,281.077437
-19.0,974,288.32049
-20.0,877,294.972944
-19.0,955,301.929983
-21.0,853,308.212012
-21.0,866,314.317742
-20.0,930,321.421937
-21.0,909,327.779003
-20.0,1066,335.219959
-20.0,955,342.099103
-20.0,1040,349.921035
-21.0,789,355.506096
-19.0,926,361.861488
-21.0,870,367.946871
-21.0,819,373.684898
-19.0,1038,381.051928
-21.0,818,387.069374
-20.0,864,392.965475
-19.0,933,399.722403
-21.0,915,406.253285
-19.0,1105,414.084825
-21.0,868,420.350791
-21.0,762,425.960961
-21.0,840,431.97977
-21.0,792,437.482159
-18.0,1163,445.85774
-21.0,878,452.035781
-21.0,883,458.235629
-20.0,1032,465.713402
-21.0,904,472.19567
-21.0,933,478.614861
-20.0,1043,486.073229
-21.0,821,491.833715
-21.0,781,497.658918
-20.0,1064,505.1759
-19.0,1064,512.607036
-21.0,764,517.96419
-21.0,785,523.385892
-20.0,914,529.822937
-20.0,933,536.507546
-20.0,914,543.010682
-21.0,911,549.232359
-21.0,1002,556.40072
-21.0,822,562.452001
-20.0,924,568.925668
-19.0,1115,576.989134
-21.0,883,583.401295
-18.0,1145,591.617411
-20.0,1016,599.039939
-21.0,908,605.479496
-21.0,846,611.296979
-20.0,956,618.302806
-20.0,955,625.030144
-20.0,923,631.627132
-19.0,1173,640.523358
-21.0,839,646.507846
-20.0,921,652.855685
-21.0,881,659.138171
-19.0,1039,666.740657
-20.0,944,673.985092
-20.0,906,680.516097
-21.0,821,686.567889
-21.0,901,693.302067
-21.0,836,699.808439
-21.0,821,705.915217
