#{"t_start": 1529011706.3460999, "env_id": "PongNoFrameskip-v4"}
r,l,t
-21.0,806,62.515812
-19.0,1107,137.61787
-15.0,1452,235.42706
-16.0,1384,327.676528
-19.0,1128,401.731038
-19.0,1022,469.42207
-16.0,1397,559.220041
-19.0,1070,627.428007
-17.0,1312,710.324266
-17.0,1515,809.317312
-11.0,2200,950.447816
-11.0,1999,1078.649782
-11.0,1716,1187.403244
-11.0,1838,1303.817233
-15.0,1621,1409.706848
-15.0,1505,1506.217901
-15.0,1636,1611.864746
-7.0,2333,1761.412236
-10.0,1814,1877.107287
-11.0,1912,1999.508025
-6.0,2305,2146.717754
-7.0,2340,2297.005614
-10.0,2125,2433.837306
-5.0,2762,2608.330375
2.0,2793,2787.139543
-2.0,2835,2974.72751
-10.0,2107,3110.348783
-8.0,2251,3255.327522
-3.0,2659,3425.601594
-5.0,2631,3595.135851
-4.0,2599,3763.139543
-14.0,1502,3863.506367
4.0,2711,4039.917119
13.0,2198,4180.134142
13.0,2335,4330.22784
20.0,1684,4437.421854
5.0,2376,4591.018226
8.0,2614,4759.221702
9.0,2452,4918.454852
13.0,2280,5065.714888
17.0,1888,5187.010227
20.0,1663,5289.923884
3.0,2964,5477.219934
-11.0,1730,5587.961544
3.0,2765,5764.814821
7.0,2244,5909.800214
20.0,1670,6017.82759
5.0,2607,6187.355924
-15.0,1285,6271.013375
9.0,2319,6421.590533
19.0,1756,6535.236223
13.0,2201,6678.910448
19.0,1757,6794.130908
-1.0,2808,6975.806117
7.0,2547,7145.026537
14.0,1951,7271.328187
20.0,1662,7373.518425
