#{"t_start": 1529011705.852253, "env_id": "PongNoFrameskip-v4"}
r,l,t
-20.0,933,71.361144
-21.0,1083,145.017904
-21.0,966,210.203024
-17.0,1309,297.997548
-16.0,1347,386.214275
-18.0,1223,467.337129
-16.0,1349,553.607774
-18.0,1430,646.4139
-16.0,1536,742.810852
-18.0,1692,852.193525
-19.0,1118,924.954583
-18.0,1471,1017.345387
-16.0,1735,1129.126653
-13.0,1793,1244.717107
-13.0,1624,1347.723281
-12.0,1730,1460.051472
-10.0,1952,1586.312848
-5.0,2586,1751.854049
-14.0,1704,1860.129807
-6.0,2365,2011.418518
-9.0,2288,2157.225259
-3.0,2639,2327.009068
-6.0,2490,2485.695381
-1.0,2772,2662.928449
-2.0,2745,2840.628642
-3.0,2754,3025.731863
-9.0,2136,3160.002351
-11.0,2308,3306.595578
-4.0,2539,3468.394875
-8.0,2431,3625.303256
-1.0,2797,3809.188594
-5.0,2751,3987.415677
10.0,2383,4141.91868
12.0,2122,4275.827075
14.0,1953,4402.52255
2.0,2649,4573.740605
15.0,1955,4701.535911
18.0,1796,4817.913941
18.0,1791,4932.118016
15.0,1994,5060.237014
17.0,1856,5179.400004
18.0,1871,5296.635994
-6.0,2610,5460.521583
19.0,1691,5569.324484
-1.0,2746,5745.021687
20.0,1657,5852.204434
20.0,1660,5958.815987
12.0,2166,6098.504545
16.0,1977,6228.612831
15.0,1948,6353.980994
18.0,1880,6474.646348
1.0,2599,6644.940543
20.0,1661,6755.92157
20.0,1664,6861.406183
-8.0,1892,6985.015483
13.0,1988,7118.029491
20.0,1663,7224.523404
19.0,1700,7333.246864
