#{"t_start": 1529011707.1462445, "env_id": "PongNoFrameskip-v4"}
r,l,t
-20.0,931,70.008437
-19.0,1163,148.834865
-17.0,1402,243.73086
-18.0,1198,322.925375
-17.0,1159,399.494236
-15.0,1697,508.717767
-21.0,984,572.908484
-15.0,1650,679.777734
-18.0,1188,755.024285
-18.0,1312,839.751467
-16.0,1569,940.999425
-10.0,2116,1076.309579
-15.0,1669,1181.125002
-17.0,1538,1280.539709
-15.0,1684,1389.905124
-12.0,1704,1498.511234
-17.0,1386,1588.841043
-4.0,2746,1763.446872
-11.0,1955,1889.309583
-11.0,1999,2016.906417
-4.0,2551,2180.020701
-6.0,2429,2336.024734
-7.0,2318,2483.958295
4.0,2676,2654.027117
-3.0,2776,2834.028059
-4.0,2529,3003.006975
-11.0,1986,3128.909556
-4.0,2667,3298.424924
-5.0,2557,3462.741293
-5.0,2891,3650.108279
-13.0,1755,3763.411365
-11.0,1864,3886.632845
-2.0,2990,4079.208218
14.0,2051,4211.623994
16.0,1917,4334.805469
12.0,2193,4476.617222
-8.0,2261,4622.711657
17.0,1830,4738.732221
16.0,2045,4872.557633
8.0,2732,5048.742239
9.0,2389,5201.410089
18.0,1800,5314.118371
11.0,2448,5467.516588
-5.0,2449,5624.139591
3.0,2502,5784.899777
17.0,1817,5902.354727
18.0,1760,6015.730133
2.0,2690,6190.850097
16.0,1930,6314.3211
19.0,1757,6429.814087
20.0,1667,6538.525726
13.0,2177,6680.619785
18.0,1914,6805.44878
-12.0,1569,6908.353793
10.0,2092,7044.308315
20.0,1664,7155.101437
20.0,1660,7261.83163
