#{"t_start": 1528304219.1036823, "env_id": "PongNoFrameskip-v4"}
r,l,t
-17.0,1178,12.513396
-21.0,781,18.134596
-20.0,1108,26.014641
-21.0,975,33.218099
-21.0,966,40.337309
-20.0,835,46.343165
-21.0,927,53.052673
-20.0,1068,61.050492
-21.0,780,66.67068
-19.0,1164,75.176366
-20.0,899,81.812174
-21.0,845,87.862846
-20.0,985,95.629497
-21.0,823,102.30173
-21.0,818,109.080568
-21.0,818,115.850399
-21.0,978,123.894892
-20.0,1110,132.936464
-21.0,940,140.829244
-20.0,1113,149.667321
-20.0,1146,159.118674
-21.0,870,166.210196
-21.0,947,174.089515
-21.0,838,180.787183
-20.0,1162,190.390316
-21.0,906,197.804108
-21.0,854,205.020542
-20.0,876,212.256974
-21.0,787,218.637602
-20.0,979,226.624721
-21.0,902,234.197398
-19.0,932,241.834855
-21.0,1001,250.202846
-21.0,907,257.44346
-21.0,968,265.234895
-20.0,924,272.767274
-21.0,883,280.029837
-20.0,853,287.082732
-20.0,838,293.728522
-19.0,1146,303.223463
-20.0,1066,312.413764
-21.0,823,319.068826
-19.0,999,327.278659
-21.0,972,335.36013
-20.0,1084,344.094273
-18.0,1286,354.603001
-20.0,1018,362.989668
-20.0,999,371.329163
-21.0,933,378.723461
-21.0,818,385.211723
-20.0,942,393.105666
-20.0,1113,401.85906
-21.0,779,408.145435
-19.0,1139,417.687856
-19.0,957,425.825143
-20.0,973,433.588508
-20.0,1046,442.422317
-20.0,869,449.431822
-20.0,956,457.435377
-20.0,1002,465.787682
-18.0,1119,474.839471
-19.0,1201,484.9775
-18.0,1370,496.078248
-18.0,1303,506.999645
-19.0,1170,516.642497
-19.0,997,524.7499
-19.0,1142,534.18967
-19.0,1114,543.405013
-20.0,1168,553.014544
-17.0,1269,563.418901
-15.0,1635,577.058903
-17.0,1461,588.839758
-20.0,1438,600.602414
-19.0,1740,615.108621
-18.0,1714,629.104443
-19.0,1914,644.858221
-15.0,2087,662.3234
-15.0,2363,681.741387
-20.0,1899,697.330525
-20.0,2024,714.129871
-20.0,1919,729.915473
-19.0,1984,746.098657
-20.0,2201,764.0377
-15.0,2634,785.78674
-18.0,2733,808.127184
-18.0,2684,829.818897
-9.0,3600,859.298115
-18.0,3103,884.481138
6.0,3897,916.508611
-19.0,2380,935.874033
-16.0,2955,960.46343
-18.0,2734,982.990837
-9.0,3851,1014.422211
16.0,2466,1034.792188
12.0,2629,1056.818617
-9.0,3169,1082.810014
21.0,1990,1099.576467
20.0,2029,1116.23353
20.0,2035,1133.176652
4.0,2972,1157.59912
-7.0,3184,1183.815643
13.0,2244,1202.330465
9.0,2993,1227.483371
20.0,1693,1241.308067
16.0,1792,1256.148407
17.0,2323,1275.611815
15.0,2227,1293.840731
17.0,2126,1311.45889
20.0,1564,1324.635997
20.0,1580,1338.006312
11.0,2381,1358.098576
14.0,2150,1377.003172
19.0,2145,1395.230893
19.0,1633,1408.813302
20.0,1567,1421.912824
17.0,2145,1439.583604
20.0,1997,1456.3609
20.0,1566,1469.244142
14.0,2335,1488.485023
19.0,1670,1502.312147
20.0,2004,1518.728388
13.0,2381,1538.529244
20.0,1564,1551.749511
18.0,2345,1571.589493
20.0,2005,1588.616579
20.0,2003,1605.377155
21.0,1990,1621.918666
11.0,2627,1644.138495
15.0,2355,1664.396342
19.0,1634,1678.58261
19.0,1622,1692.136801
18.0,1835,1707.936396
21.0,1989,1724.359963
20.0,2005,1741.289037
20.0,2127,1758.887922
17.0,2112,1777.004313
19.0,2037,1794.087921
17.0,2784,1817.918747
15.0,2269,1837.2636
20.0,2057,1854.557847
16.0,2014,1871.679955
20.0,1990,1888.314331
20.0,2001,1905.197719
15.0,2254,1924.157337
20.0,2001,1940.841917
20.0,1563,1953.854464
18.0,1926,1971.024474
19.0,1959,1987.894624
20.0,2003,2004.627738
21.0,1972,2021.632268
2.0,3579,2052.014222
13.0,3010,2078.145855
17.0,2121,2097.156257
18.0,2103,2115.631443
