#{"t_start": 1528304219.1303644, "env_id": "PongNoFrameskip-v4"}
r,l,t
-21.0,1197,12.607646
-21.0,758,18.064875
-19.0,999,25.30159
-21.0,823,31.282071
-21.0,822,37.254446
-20.0,993,44.494083
-21.0,1031,51.932022
-21.0,783,57.80105
-20.0,1160,66.163012
-19.0,1058,74.011431
-21.0,848,80.173513
-21.0,782,85.886964
-21.0,821,92.006658
-20.0,837,98.760458
-21.0,823,105.729011
-20.0,859,112.520844
-20.0,985,120.854262
-21.0,820,127.528502
-21.0,1037,136.025854
-21.0,946,143.903626
-20.0,864,150.969412
-19.0,1022,159.157887
-21.0,1030,167.75601
-19.0,962,175.451772
-20.0,831,182.46921
-19.0,1103,191.355652
-20.0,838,198.394423
-21.0,1120,207.490335
-21.0,941,215.32022
-21.0,823,222.161452
-21.0,779,228.43522
-20.0,939,236.408581
-19.0,941,243.984808
-20.0,1048,252.550903
-20.0,932,260.01867
-21.0,842,267.003535
-21.0,789,273.484493
-21.0,781,279.828892
-21.0,885,287.098731
-21.0,786,293.402848
-20.0,863,300.633266
-20.0,860,307.802641
-20.0,1039,316.486387
-21.0,991,324.430341
-21.0,973,332.519206
-19.0,1035,340.978111
-20.0,919,348.371066
-21.0,1058,357.067122
-21.0,930,364.918356
-19.0,1116,373.91592
-21.0,838,380.72936
-21.0,819,387.299536
-20.0,870,394.386531
-20.0,932,401.781201
-21.0,958,409.716782
-21.0,782,416.192901
-18.0,997,424.623543
-16.0,1313,435.350595
-20.0,1076,444.045947
-19.0,1251,454.490598
-18.0,1217,464.66872
-21.0,909,472.14593
-19.0,1178,481.891309
-20.0,1013,490.260816
-18.0,1244,500.255103
-18.0,1155,509.8095
-21.0,1137,519.220797
-21.0,1035,527.8859
-18.0,1477,540.218004
-17.0,1301,550.83081
-17.0,1427,562.450204
-15.0,2063,579.52004
-19.0,1413,591.097131
-21.0,1528,603.635382
-19.0,1830,618.950179
-18.0,2012,635.377151
-19.0,1822,650.289956
-19.0,1536,662.979882
-14.0,2389,682.816815
-20.0,1789,697.460468
-19.0,1913,713.200887
-17.0,1792,728.018172
-20.0,2251,746.64774
-20.0,2321,765.594179
-17.0,2497,785.974703
-19.0,2472,806.088708
-4.0,4111,839.9206
-7.0,3837,870.934092
14.0,2608,892.388081
-18.0,2570,913.391724
-14.0,2658,935.207195
-20.0,2143,952.555159
-17.0,2227,971.34552
-15.0,2724,993.593696
1.0,4118,1027.360956
-16.0,2454,1047.596527
-15.0,2706,1070.062742
-12.0,3001,1095.1016
-5.0,3421,1123.480671
-7.0,2503,1144.06914
-15.0,1789,1158.723001
-9.0,2924,1182.882539
-10.0,2549,1204.111372
-14.0,2541,1225.323061
-11.0,2648,1246.903563
6.0,3046,1272.356618
7.0,2991,1297.065202
18.0,1865,1312.654712
16.0,1887,1328.58952
1.0,3489,1357.972634
9.0,2624,1380.716823
3.0,3374,1409.457564
20.0,2049,1426.385242
3.0,3545,1455.984701
7.0,2797,1478.886833
8.0,3033,1504.069885
18.0,2220,1522.019279
19.0,1629,1535.65592
11.0,2714,1558.534704
20.0,2003,1575.668504
18.0,2280,1594.908211
19.0,1842,1610.281374
9.0,2451,1630.913031
13.0,2705,1653.916876
18.0,1804,1669.284
19.0,1712,1684.065097
12.0,2427,1704.733246
2.0,4807,1744.845857
18.0,1817,1759.949936
17.0,1822,1775.757145
14.0,2590,1797.400782
19.0,1748,1812.199259
15.0,2087,1830.545043
18.0,2098,1848.07339
9.0,2932,1872.780895
21.0,1993,1889.756384
19.0,2142,1907.397835
19.0,1779,1922.360096
15.0,2203,1940.89264
16.0,2036,1958.070723
20.0,1562,1971.719091
15.0,2433,1992.525527
21.0,1970,2009.554243
17.0,1747,2024.200692
16.0,2273,2043.582364
19.0,1841,2059.465117
19.0,2086,2077.778853
15.0,2438,2099.402873
17.0,1877,2116.145843
