#{"t_start": 1528347289.8348703, "env_id": "PongNoFrameskip-v4"}
r,l,t
-21.0,819,12.311661
-20.0,915,20.220253
-19.0,982,28.952475
-20.0,925,36.783879
-20.0,936,44.789031
-21.0,887,52.220769
-21.0,775,59.242989
-21.0,807,66.841083
-20.0,839,74.926051
-20.0,1036,84.743702
-21.0,818,92.280747
-21.0,1061,102.575917
-20.0,1069,112.687757
-20.0,857,120.883159
-21.0,838,128.724856
-16.0,1229,140.496374
-20.0,842,147.917854
-20.0,879,156.179357
-20.0,897,164.505935
-20.0,836,172.550916
-21.0,928,181.230783
-21.0,815,188.600853
-21.0,851,196.28637
-18.0,1209,206.687558
-21.0,819,214.863572
-20.0,841,222.476551
-21.0,899,231.066648
-21.0,777,238.667726
-21.0,823,246.861995
-21.0,880,255.392172
-21.0,940,264.439983
-19.0,1082,274.578056
-20.0,864,282.433269
-20.0,929,290.625498
-21.0,819,298.441634
-20.0,897,306.35324
-21.0,885,314.493966
-21.0,1029,324.142129
-19.0,1265,335.894723
-19.0,1010,344.817437
-21.0,825,352.377142
-19.0,1087,362.421168
-20.0,944,371.408408
-21.0,884,379.491037
-17.0,1184,390.039768
-20.0,1040,398.89812
-21.0,1007,407.649598
-20.0,1066,416.736486
-19.0,1493,430.03696
-20.0,1163,440.055261
-18.0,1561,453.388961
-19.0,1126,463.357874
-19.0,1540,476.510392
-20.0,1124,486.401149
-18.0,1368,498.901593
-20.0,1223,510.51008
-20.0,1428,523.548481
-21.0,1269,535.032635
-20.0,1430,548.048476
-18.0,2076,567.64462
-19.0,2099,586.054567
-19.0,2617,608.384557
-20.0,2524,630.182954
-21.0,3257,657.868638
-18.0,3751,689.52716
-14.0,5004,732.124629
-14.0,4516,771.181598
-9.0,6551,827.411118
-12.0,3647,859.109314
-17.0,3910,892.978643
-13.0,5336,939.150631
-12.0,5023,982.061276
-15.0,5340,1027.915884
-12.0,3885,1061.5854
-12.0,5593,1109.840266
-12.0,4945,1152.200301
-6.0,5223,1198.487545
-12.0,5099,1246.211261
-6.0,4416,1287.317345
4.0,5546,1339.014376
6.0,4690,1383.290511
1.0,5930,1439.543152
1.0,6305,1498.117413
-9.0,4065,1535.781344
4.0,5083,1583.912735
-2.0,4214,1624.910228
4.0,4478,1668.489197
-7.0,3958,1707.166355
4.0,4834,1753.91261
14.0,2561,1778.325301
18.0,2430,1801.754647
-17.0,2082,1821.439081
16.0,2364,1844.014215
13.0,2739,1871.29603
20.0,1722,1887.99312
18.0,2183,1909.520521
20.0,2149,1931.211144
17.0,2092,1951.508454
20.0,1799,1969.451593
18.0,1965,1989.125739
18.0,2307,2012.056576
20.0,1800,2029.550354
19.0,1873,2047.591063
21.0,1685,2064.774144
17.0,2144,2085.623775
18.0,1932,2104.519494
19.0,1822,2122.819546
21.0,1678,2139.20526
16.0,2241,2161.059276
15.0,2366,2184.482317
20.0,1824,2202.186846
14.0,2189,2223.882538
19.0,1930,2242.679529
17.0,2456,2266.442244
19.0,1826,2284.562864
21.0,1745,2302.058407
20.0,1799,2319.851514
21.0,1680,2336.581182
21.0,1671,2352.735364
18.0,2038,2372.918828
21.0,1667,2389.676798
21.0,1671,2406.67244
20.0,1904,2425.407976
16.0,2104,2446.009043
20.0,1802,2464.509199
20.0,2008,2484.246061
21.0,1669,2501.032527
20.0,1749,2519.135228
20.0,1793,2537.491711
21.0,1673,2554.199511
17.0,2209,2576.156085
19.0,2063,2595.445224
18.0,1912,2613.557915
15.0,2203,2634.278636
11.0,2674,2658.857243
19.0,2012,2677.88032
20.0,1914,2695.699111
21.0,1671,2710.959752
14.0,2332,2732.051207
21.0,1670,2747.368866
20.0,1948,2765.325263
18.0,2075,2785.111384
19.0,1909,2802.725763
21.0,1674,2822.592446
17.0,2402,2855.648026
20.0,1886,2886.604993
15.0,2328,2915.730253
20.0,1695,2951.946477
20.0,1731,2977.490247
19.0,2124,3009.690519
21.0,1683,3033.021169
21.0,1672,3048.811255
21.0,1675,3064.892587
20.0,1806,3081.9584
21.0,1746,3097.978328
21.0,1836,3115.450265
20.0,1959,3133.790765
20.0,1722,3150.198562
17.0,2207,3170.966761
15.0,2489,3194.23245
21.0,1760,3210.811786
20.0,1823,3227.721242
21.0,1684,3243.727685
21.0,1672,3259.342519
21.0,1672,3275.080112
20.0,1748,3291.593739
20.0,1886,3309.441771
21.0,1677,3325.056612
21.0,1667,3340.904287
20.0,1732,3357.472092
21.0,1679,3374.409725
21.0,1685,3391.398003
21.0,1667,3407.327838
20.0,1735,3423.460672
21.0,1761,3440.251915
20.0,1810,3457.796633
21.0,1671,3473.656097
18.0,1938,3492.163337
21.0,1685,3508.732531
17.0,1976,3527.61449
8.0,2539,3552.411266
21.0,1758,3568.905925
21.0,1674,3585.073219
20.0,1830,3603.023066
21.0,1678,3619.243042
21.0,1682,3635.559187
