#{"t_start": 1528343084.9140759, "env_id": "PongNoFrameskip-v4"}
r,l,t
-21.0,815,11.25183
-21.0,926,18.797381
-20.0,841,25.78149
-21.0,836,32.500102
-20.0,896,39.879533
-21.0,791,46.179734
-21.0,835,53.079443
-21.0,846,60.556968
-21.0,842,68.325979
-20.0,881,76.445371
-21.0,844,83.805048
-19.0,1073,93.816575
-19.0,1123,104.108992
-20.0,942,112.389988
-21.0,840,119.724793
-20.0,1050,129.524492
-21.0,824,136.957975
-21.0,895,144.992611
-21.0,787,152.122115
-21.0,838,160.138921
-20.0,900,168.448736
-20.0,957,176.893054
-20.0,988,185.601241
-21.0,819,192.759731
-19.0,928,200.834533
-19.0,1021,209.86368
-21.0,806,217.248414
-21.0,924,225.48945
-19.0,930,233.88055
-17.0,1187,244.429922
-18.0,1118,254.397703
-19.0,1173,264.679298
-19.0,978,273.525536
-18.0,1209,284.110829
-19.0,1030,293.067473
-20.0,989,302.144738
-17.0,1459,314.679525
-19.0,1171,325.272049
-16.0,1603,339.010175
-14.0,1986,356.513513
-18.0,1484,369.29855
-18.0,1832,385.272205
-9.0,2082,403.817084
8.0,2405,424.953966
19.0,1829,441.15457
7.0,2544,463.159881
-15.0,2070,481.369153
20.0,1566,494.948258
13.0,2129,514.84403
20.0,1564,528.396576
16.0,1793,544.088238
-7.0,2408,565.122242
-2.0,2917,590.802414
17.0,1754,606.514311
16.0,1917,623.459816
-3.0,2852,648.411091
15.0,1893,665.166755
3.0,2911,691.224447
19.0,1636,705.819109
4.0,2925,731.605414
15.0,2000,749.643622
6.0,2810,774.488268
20.0,1563,788.401549
7.0,3178,816.833198
20.0,1563,830.844234
20.0,1563,844.975837
19.0,1632,859.802028
5.0,3162,888.32869
20.0,1562,902.227857
10.0,2892,928.316259
11.0,2696,952.654947
11.0,2765,977.407144
10.0,2791,1002.531469
9.0,3103,1031.224817
4.0,3275,1061.739128
8.0,3005,1089.185739
20.0,1564,1103.2803
9.0,2798,1128.75383
20.0,1564,1142.779212
20.0,1567,1157.307286
9.0,3126,1185.358879
15.0,2544,1208.526298
18.0,2259,1229.374002
19.0,1688,1244.704159
20.0,2002,1262.988869
19.0,2158,1283.091157
17.0,1853,1300.364197
19.0,2054,1319.089473
19.0,1636,1333.482489
20.0,1563,1348.334718
20.0,1567,1363.034056
19.0,2055,1381.885976
6.0,3298,1412.166548
19.0,2092,1431.158502
15.0,2250,1452.253207
19.0,1634,1467.471679
19.0,1882,1485.052619
19.0,2138,1505.286167
20.0,2003,1523.502346
19.0,1685,1538.558494
19.0,1688,1554.844468
19.0,2166,1575.270806
19.0,1734,1591.429371
20.0,1567,1606.034023
19.0,1696,1622.0991
20.0,2007,1640.353715
19.0,2092,1660.394237
20.0,1561,1674.680955
20.0,1563,1689.063296
19.0,1767,1705.615742
20.0,2001,1724.85022
15.0,2317,1746.510761
21.0,1554,1761.435525
19.0,1703,1777.608428
19.0,1736,1793.651914
19.0,2147,1814.130828
19.0,2087,1833.937131
20.0,1687,1850.251897
