#{"t_start": 1528343084.6823528, "env_id": "PongNoFrameskip-v4"}
r,l,t
-21.0,820,11.533422
-20.0,925,19.066166
-20.0,926,26.579268
-20.0,1005,34.988705
-21.0,782,41.244016
-19.0,937,49.118657
-21.0,818,55.785862
-21.0,779,62.854344
-21.0,789,69.914368
-20.0,923,78.230102
-21.0,879,86.178005
-20.0,986,95.336045
-21.0,899,103.512382
-20.0,860,111.267558
-20.0,864,118.726944
-21.0,877,126.729447
-21.0,790,133.885159
-21.0,819,141.652833
-21.0,791,148.593679
-21.0,821,155.916443
-21.0,907,164.433789
-21.0,880,172.499875
-20.0,836,180.159649
-19.0,1004,189.077071
-20.0,1071,198.433011
-19.0,967,206.668705
-21.0,879,214.544589
-20.0,1073,224.355868
-20.0,837,231.720963
-19.0,1060,241.21558
-20.0,874,249.006517
-20.0,1075,258.728145
-19.0,972,267.152707
-20.0,964,275.850604
-18.0,1190,286.331653
-16.0,1435,298.985341
-18.0,1295,310.353147
-18.0,1398,322.524459
-11.0,1938,339.419721
-16.0,1680,354.027309
-13.0,1816,370.298166
-13.0,1932,387.307089
-8.0,2190,406.326983
-12.0,2094,424.914656
-6.0,2675,448.103854
-18.0,1713,462.846265
-16.0,1934,479.746796
5.0,2667,503.390354
-19.0,1560,517.864973
-9.0,2483,539.84742
12.0,2127,558.181543
-10.0,2129,577.232083
13.0,2100,595.666415
18.0,1711,611.104643
-8.0,2353,631.67081
3.0,2831,656.5468
12.0,2201,676.059429
3.0,2907,701.87588
17.0,1779,717.982694
18.0,1693,732.817317
19.0,1683,747.865081
17.0,1868,764.550496
20.0,1567,778.161855
20.0,1567,792.245465
19.0,1632,806.935178
18.0,1758,822.842344
8.0,2913,849.3267
4.0,3438,879.806895
12.0,2659,903.735027
17.0,2053,922.0754
1.0,3259,951.80576
-1.0,3494,983.340746
4.0,3148,1011.934786
18.0,1765,1028.049409
5.0,3028,1056.247248
17.0,1885,1073.656163
9.0,2961,1100.67697
20.0,1565,1114.933557
6.0,2834,1140.507133
8.0,2858,1166.106545
20.0,1567,1180.664907
17.0,2522,1203.200855
14.0,2304,1224.381269
16.0,2297,1245.324315
17.0,2304,1266.700458
20.0,1561,1281.046012
15.0,2561,1304.452564
19.0,1633,1319.637767
17.0,2192,1339.562677
19.0,1630,1354.714348
19.0,2111,1374.201489
18.0,2123,1393.736454
19.0,2145,1413.570673
20.0,2004,1431.675453
18.0,2163,1451.872155
18.0,1776,1468.720877
20.0,1566,1483.091387
19.0,2087,1502.972611
20.0,2002,1521.026624
20.0,1564,1535.28017
18.0,2166,1555.613315
20.0,1687,1571.821587
15.0,2417,1594.286798
17.0,2347,1616.380112
20.0,2077,1635.521052
18.0,2188,1656.127838
19.0,2090,1675.376899
19.0,1849,1692.747604
19.0,1677,1708.311006
19.0,1795,1725.902234
20.0,1667,1741.575229
21.0,1559,1756.011608
18.0,2175,1776.714334
19.0,2601,1801.11449
18.0,2785,1827.696843
20.0,1687,1843.841923
19.0,2059,1863.185392
20.0,1563,1877.491034
20.0,1755,1894.391434
21.0,1557,1908.8355
21.0,1560,1924.02443
19.0,2055,1942.89612
20.0,1731,1959.104247
20.0,1567,1973.685952
18.0,2026,1992.88818
20.0,2793,2019.261256
20.0,1561,2034.454428
20.0,1564,2048.850316
20.0,2794,2074.982997
20.0,2066,2094.136764
20.0,1567,2108.737009
17.0,1904,2126.569786
20.0,1567,2141.524155
18.0,2167,2161.5332
20.0,1563,2176.49943
18.0,2641,2201.167676
19.0,1677,2217.140668
19.0,2154,2237.699851
19.0,2090,2257.144019
19.0,1931,2275.946522
18.0,2373,2298.21154
18.0,2176,2319.012493
19.0,2109,2339.49735
20.0,2793,2365.918032
19.0,1658,2381.540178
19.0,2052,2400.890151
20.0,1566,2415.569803
19.0,2202,2436.480883
20.0,1562,2450.87706
19.0,2335,2474.195663
20.0,1654,2489.791572
