#{"t_start": 1528301718.0291955, "env_id": "PongNoFrameskip-v4"}
r,l,t
-20.0,861,33.77667
-19.0,995,66.883474
-21.0,782,92.784209
-21.0,820,120.199567
-20.0,898,150.18331
-21.0,762,175.700904
-20.0,930,207.690512
-21.0,925,238.101504
-20.0,864,266.992504
-20.0,886,296.68423
-21.0,807,323.494169
-21.0,780,350.492118
-20.0,871,379.677625
-21.0,866,408.683942
-20.0,917,439.096386
-20.0,921,468.781801
-18.0,1052,502.691697
-20.0,1005,534.397909
-20.0,1223,574.104105
-20.0,963,605.104613
-18.0,1131,641.115202
-21.0,1163,678.797717
-13.0,2146,747.463141
-21.0,1469,794.374645
-8.0,2444,872.907054
5.0,2664,958.10196
-13.0,2262,1030.289987
-3.0,2799,1119.418191
10.0,2522,1201.590222
3.0,2752,1291.715415
13.0,2205,1363.909416
20.0,1561,1413.693171
20.0,1997,1476.985534
17.0,2158,1545.192944
18.0,1731,1602.683067
19.0,2081,1671.358053
13.0,2129,1739.717924
20.0,1561,1789.908003
19.0,1685,1843.594262
16.0,2031,1908.883427
19.0,1685,1963.003355
20.0,1563,2012.094843
18.0,2395,2089.131222
20.0,1561,2139.024788
19.0,2049,2204.491124
14.0,2191,2273.803059
20.0,1564,2324.383767
17.0,2111,2391.990258
20.0,1687,2445.808321
19.0,1685,2499.505243
20.0,2148,2568.886056
19.0,1691,2623.505863
20.0,1563,2673.095189
10.0,3054,2771.216745
18.0,1702,2825.517652
20.0,2004,2889.185405
20.0,1564,2939.654819
19.0,1685,2992.994786
18.0,1814,3050.593826
17.0,2171,3120.405089
20.0,2005,3184.797475
12.0,2621,3268.982139
20.0,1563,3319.518638
18.0,1774,3377.067567
19.0,1629,3428.694571
20.0,1566,3479.211202
16.0,2031,3544.474445
19.0,2032,3610.182417
16.0,2678,3697.394668
19.0,2087,3764.382086
20.0,1641,3816.585839
20.0,2005,3881.784686
20.0,2007,3946.011719
20.0,1565,3996.864745
20.0,1563,4048.323594
