#{"t_start": 1528301717.2244298, "env_id": "PongNoFrameskip-v4"}
r,l,t
-17.0,1161,44.496306
-21.0,763,69.68994
-20.0,841,97.519426
-21.0,817,124.697724
-20.0,913,155.887491
-20.0,931,186.729152
-18.0,1108,224.596621
-20.0,959,256.698243
-21.0,1027,290.826253
-21.0,946,322.397675
-19.0,1202,363.299885
-18.0,1196,403.787858
-21.0,817,431.291553
-20.0,914,460.093114
-21.0,823,486.704202
-18.0,1168,523.91352
-19.0,1080,559.080502
-20.0,1121,594.722999
-20.0,1214,634.092104
-16.0,1516,683.0915
-13.0,1961,745.710043
-15.0,1991,809.590556
-20.0,1536,858.106029
-2.0,2698,945.080548
-13.0,2440,1022.896342
19.0,1651,1075.369727
-11.0,2284,1148.943
-8.0,2449,1229.009133
5.0,2762,1319.415768
7.0,2868,1411.995813
5.0,3089,1509.808343
20.0,2035,1574.898993
17.0,1758,1633.13781
20.0,2034,1699.607583
20.0,2001,1763.495905
18.0,2115,1831.7022
20.0,2006,1896.174555
16.0,1895,1956.318175
17.0,2328,2031.295438
20.0,1656,2083.891718
20.0,1567,2134.202658
20.0,1990,2197.903393
20.0,1562,2247.309966
13.0,2498,2327.203512
19.0,1751,2383.292246
20.0,2144,2451.922237
4.0,3189,2554.672981
20.0,2004,2618.999026
19.0,2047,2684.490647
14.0,2401,2761.304699
19.0,1690,2815.306076
16.0,2258,2887.491904
19.0,2083,2953.909308
13.0,2309,3027.607095
19.0,2123,3095.099297
20.0,2006,3159.399668
20.0,2088,3226.900384
20.0,1565,3277.699276
19.0,2086,3344.605536
20.0,1563,3395.189743
19.0,1797,3452.59903
19.0,2058,3518.691316
20.0,2005,3583.303114
14.0,2216,3654.691464
20.0,2004,3719.799835
20.0,1992,3783.997602
18.0,3035,3881.888712
20.0,2053,3948.764129
19.0,2087,4016.300401
