#{"t_start": 1528301718.2202144, "env_id": "PongNoFrameskip-v4"}
r,l,t
-21.0,846,33.104356
-20.0,915,63.204639
-21.0,779,89.008657
-21.0,821,116.49798
-20.0,1008,150.39314
-20.0,1021,184.605907
-20.0,833,212.993083
-21.0,971,245.314274
-21.0,896,275.701585
-21.0,764,300.993057
-21.0,906,331.093024
-19.0,1083,367.801723
-20.0,918,399.083849
-19.0,933,430.610544
-20.0,988,462.194978
-19.0,978,493.894568
-21.0,820,519.800914
-21.0,939,549.496141
-19.0,1190,587.914832
-18.0,1270,629.418612
-19.0,1257,669.794674
-20.0,1201,707.919072
-16.0,1713,762.412576
-16.0,1758,818.806006
-12.0,2323,893.367867
-18.0,1756,949.894291
1.0,3092,1048.227432
3.0,2987,1144.091953
-5.0,2556,1227.8191
11.0,2497,1309.094645
19.0,2082,1377.090967
19.0,1694,1431.029586
15.0,2474,1509.340556
12.0,2551,1591.890484
20.0,2043,1659.695215
20.0,2034,1725.504229
13.0,2671,1810.894705
19.0,1684,1864.392813
18.0,2127,1933.256155
19.0,1636,1985.210916
14.0,2058,2050.718875
19.0,1636,2103.999019
19.0,2101,2170.81638
19.0,2033,2235.0974
19.0,1654,2287.704832
16.0,2275,2360.81465
20.0,2004,2425.093093
16.0,2346,2500.304782
18.0,1695,2554.735513
18.0,2134,2623.51056
21.0,1971,2686.205625
19.0,1750,2742.416825
17.0,2366,2818.213371
20.0,1566,2868.214446
20.0,2004,2932.293622
20.0,2006,2996.204595
20.0,2004,3060.002927
20.0,2007,3124.608031
20.0,2004,3188.693625
17.0,1878,3248.912519
19.0,2079,3316.340139
20.0,1995,3380.783964
5.0,3011,3477.193066
20.0,2001,3541.429127
19.0,1599,3593.386898
19.0,1746,3649.089424
20.0,2006,3714.309962
17.0,2434,3793.002864
19.0,2045,3859.116091
16.0,2581,3941.9184
19.0,2166,4012.90281
